mol_id,PKI,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,9.154901959985745,32.009,4.022,2.13,0.839,0.105,0.156,0.156,0.156,0.041,0.341,0.414,13.457,2.717,1.719,0.752,0.152,0.156,0.157,0.156,0.012,0.005,0.24,18.675,3.709,1.79,0.773,0.153,0.156,0.156,0.156,0.016,0.092,0.278,30.649,4.089,2.126,0.831,0.111,0.156,0.156,0.156,0.037,0.348,0.403,22.167,3.834,1.844,0.796,0.138,0.156,0.156,0.156,0.02,0.218,0.305,33.45,4.086,2.182,0.842,0.103,0.156,0.156,0.157,0.044,0.352,0.436,22.481,3.698,1.989,0.798,0.131,0.156,0.156,0.157,0.021,0.277,0.313,38.161,17.893,24.174,36.864,27.845,39.718,28.169,205.495,64.363,109.332,199.175,132.934,218.576,135.224,0.156,0.156,0.758,0.628,0.659,0.747,0.694,0.763,0.697,0.265,0.086,0.129,0.263,0.181,0.277,0.204,517.897,145.097,257.493,502.461,317.496,556.484,328.794
2,9.30102999566398,8.213,2.863,2.327,0.613,0.214,0.158,0.156,0.156,0.473,0.451,0.391,10.051,2.259,1.729,0.716,0.161,0.156,0.156,0.156,0.696,0.317,0.247,8.843,2.463,1.906,0.669,0.186,0.156,0.156,0.156,0.542,0.357,0.272,8.524,2.816,2.286,0.626,0.207,0.156,0.156,0.156,0.508,0.449,0.388,8.329,2.58,2.014,0.645,0.2,0.156,0.156,0.156,0.483,0.378,0.293,8.328,2.913,2.386,0.611,0.214,0.156,0.156,0.156,0.487,0.472,0.419,8.906,2.685,2.008,0.655,0.197,0.156,0.156,0.156,0.582,0.403,0.171,13.403,14.038,13.212,13.626,12.923,13.627,13.599,49.283,43.982,43.331,49.926,43.46,51.082,47.193,0.157,0.156,0.419,0.574,0.504,0.438,0.467,0.417,0.482,0.439,0.42,0.39,0.449,0.385,0.459,0.385,117.392,97.266,98.061,118.426,99.66,122.598,108.819
3,6.214670164989233,97.075,6.9,1.753,0.918,0.065,0.151,0.151,0.151,0.172,0.356,0.418,95.851,7.357,1.128,0.919,0.071,0.151,0.151,0.151,0.167,0.406,0.163,101.384,7.01,1.378,0.924,0.064,0.151,0.151,0.151,0.187,0.367,0.252,95.753,6.971,1.711,0.917,0.067,0.151,0.151,0.151,0.167,0.364,0.395,102.661,6.89,1.495,0.924,0.062,0.151,0.151,0.151,0.192,0.354,0.3,94.768,6.955,1.783,0.916,0.067,0.151,0.151,0.151,0.164,0.362,0.431,109.694,8.352,1.38,0.919,0.07,0.151,0.151,0.151,0.219,0.515,0.248,105.727,104.336,109.773,104.436,111.047,103.505,119.426,852.003,821.606,860.111,843.308,871.15,840.437,1079.017,0.151,0.151,0.877,0.878,0.885,0.875,0.887,0.873,0.878,0.315,0.245,0.269,0.309,0.282,0.319,0.327,2131.577,1721.195,1949.486,2089.964,2039.866,2118.988,2462.62
4,7.920818753952375,9.919,3.949,2.38,0.61,0.243,0.151,0.151,0.151,0.517,0.492,0.399,10.209,2.963,1.895,0.678,0.197,0.151,0.152,0.151,0.582,0.254,0.24,10.065,3.326,1.985,0.655,0.216,0.151,0.152,0.152,0.546,0.342,0.272,9.929,3.895,2.376,0.613,0.24,0.152,0.151,0.151,0.522,0.475,0.398,10.019,3.493,2.053,0.644,0.224,0.155,0.151,0.151,0.533,0.382,0.294,9.903,4.022,2.455,0.605,0.246,0.151,0.151,0.151,0.517,0.509,0.424,11.278,3.546,2.459,0.653,0.205,0.151,0.152,0.151,0.697,0.384,0.401,16.248,15.067,15.376,16.2,15.566,16.38,17.283,72.173,55.216,60.059,71.515,62.744,74.024,76.443,0.151,0.151,0.416,0.516,0.482,0.419,0.466,0.407,0.479,0.469,0.359,0.386,0.465,0.403,0.483,0.494,181.635,127.615,141.891,179.594,150.168,188.207,192.061
6,7.823908740944319,14.443,2.694,0.859,0.803,0.15,0.156,0.156,0.156,0.537,0.471,0.359,14.54,2.088,0.416,0.853,0.122,0.156,0.156,0.157,0.553,0.286,0.079,14.456,2.243,0.569,0.837,0.13,0.156,0.156,0.156,0.542,0.33,0.153,14.457,2.669,0.832,0.805,0.149,0.156,0.156,0.156,0.539,0.464,0.336,14.431,2.339,0.647,0.829,0.134,0.156,0.156,0.156,0.538,0.357,0.201,14.457,2.765,0.893,0.798,0.153,0.156,0.157,0.156,0.539,0.497,0.387,16.001,2.669,0.613,0.83,0.138,0.156,0.157,0.156,0.666,0.468,0.174,17.996,17.044,17.267,17.959,17.416,18.115,19.282,53.636,37.276,41.922,52.847,44.594,55.345,54.146,0.156,0.156,0.704,0.78,0.756,0.708,0.743,0.697,0.745,0.456,0.306,0.342,0.446,0.365,0.474,0.436,105.072,66.958,77.626,102.929,83.837,109.14,99.588
7,7.207608310501746,150.905,3.821,2.129,0.962,0.024,0.158,0.158,0.158,0.437,0.398,0.502,175.045,3.378,1.517,0.973,0.019,0.158,0.158,0.158,0.588,0.313,0.23,165.129,3.546,1.715,0.969,0.021,0.158,0.158,0.158,0.523,0.343,0.308,153.043,3.783,2.093,0.963,0.024,0.158,0.158,0.158,0.449,0.39,0.483,160.356,3.634,1.82,0.967,0.022,0.158,0.158,0.158,0.493,0.359,0.352,150.103,3.84,2.177,0.961,0.025,0.158,0.158,0.158,0.432,0.402,0.526,174.802,4.026,1.916,0.967,0.022,0.158,0.159,0.158,0.586,0.46,0.352,156.855,179.94,170.39,158.919,165.809,156.12,180.744,905.945,862.057,874.745,907.207,881.063,911.56,1046.411,0.158,0.158,0.943,0.959,0.954,0.945,0.951,0.942,0.951,0.446,0.377,0.391,0.441,0.402,0.453,0.466,2290.126,1939.267,2049.171,2278.028,2107.07,2322.646,2575.565
8,8.619788758288394,251.397,12.274,1.176,0.949,0.046,0.153,0.153,0.153,0.643,0.461,0.45,239.549,12.747,0.683,0.947,0.05,0.153,0.153,0.154,0.584,0.481,0.15,245.504,12.25,0.847,0.949,0.047,0.153,0.153,0.153,0.614,0.442,0.236,250.155,12.384,1.15,0.949,0.047,0.153,0.153,0.154,0.637,0.47,0.433,248.048,12.097,0.931,0.95,0.046,0.153,0.153,0.157,0.627,0.433,0.285,251.32,12.388,1.217,0.949,0.047,0.153,0.153,0.153,0.643,0.473,0.482,258.291,15.066,0.913,0.942,0.055,0.153,0.154,0.153,0.679,0.702,0.27,264.847,252.978,258.601,263.69,261.076,264.926,274.27,3395.717,3225.697,3225.764,3399.906,3243.018,3434.367,4140.893,0.153,0.154,0.924,0.92,0.924,0.923,0.925,0.923,0.913,0.518,0.405,0.431,0.513,0.448,0.533,0.55,7289.427,5562.917,6030.885,7226.495,6299.117,7489.032,7967.249
9,7.341988603342887,7.641,2.842,0.697,0.683,0.254,0.165,0.165,0.165,0.581,0.47,0.309,7.186,2.296,0.3,0.735,0.235,0.165,0.165,0.165,0.519,0.294,0.051,7.071,2.446,0.448,0.71,0.245,0.165,0.165,0.167,0.5,0.34,0.12,7.674,2.816,0.668,0.688,0.252,0.165,0.165,0.169,0.586,0.46,0.281,7.094,2.538,0.523,0.699,0.25,0.165,0.165,0.172,0.502,0.37,0.168,7.798,2.895,0.717,0.683,0.254,0.172,0.165,0.165,0.605,0.488,0.327,7.809,3.011,0.447,0.693,0.267,0.165,0.165,0.172,0.614,0.5,0.113,11.181,9.782,9.965,11.158,10.155,11.411,11.267,29.025,19.343,21.558,28.619,23.042,30.251,28.351,0.165,0.165,0.525,0.602,0.564,0.532,0.548,0.525,0.54,0.453,0.288,0.32,0.442,0.347,0.473,0.409,55.341,34.073,39.274,54.22,42.617,57.861,50.126
10,8.698970004336019,12.811,2.645,1.741,0.745,0.154,0.156,0.155,0.155,0.516,0.479,0.379,14.598,1.979,1.267,0.818,0.111,0.155,0.155,0.155,0.669,0.245,0.183,13.548,2.159,1.4,0.792,0.126,0.155,0.156,0.156,0.576,0.303,0.233,13.051,2.61,1.715,0.751,0.15,0.155,0.155,0.155,0.535,0.462,0.365,13.112,2.271,1.48,0.778,0.135,0.155,0.155,0.155,0.54,0.342,0.265,12.916,2.711,1.785,0.742,0.156,0.155,0.156,0.155,0.524,0.503,0.4,16.293,2.504,1.543,0.801,0.123,0.155,0.156,0.155,0.829,0.383,0.264,17.197,17.844,17.107,17.376,16.863,17.412,20.34,60.793,49.891,51.241,60.926,52.546,62.914,69.802,0.155,0.155,0.617,0.727,0.688,0.627,0.666,0.613,0.702,0.458,0.366,0.371,0.454,0.382,0.476,0.492,136.981,104.335,109.3,136.727,113.486,142.838,153.099
12,7.744727494896693,35.942,7.908,2.543,0.775,0.17,0.154,0.154,0.154,0.035,0.533,0.48,15.516,4.747,1.39,0.717,0.219,0.154,0.154,0.154,0.023,0.004,0.005,20.241,6.935,1.897,0.696,0.239,0.154,0.154,0.154,0.016,0.044,0.172,34.311,7.972,2.503,0.766,0.178,0.154,0.154,0.154,0.032,0.521,0.462,23.933,7.419,2.058,0.716,0.222,0.154,0.154,0.154,0.018,0.143,0.286,38.063,7.971,2.619,0.782,0.164,0.154,0.158,0.155,0.039,0.553,0.506,25.498,7.967,2.055,0.718,0.224,0.154,0.154,0.154,0.023,0.083,0.277,46.393,21.654,29.073,44.786,33.409,48.653,35.519,395.734,101.828,191.912,379.365,242.071,423.962,271.894,0.154,0.154,0.662,0.575,0.544,0.649,0.575,0.673,0.577,0.349,0.011,0.077,0.339,0.149,0.366,0.127,1164.929,225.885,487.205,1108.849,640.855,1267.173,724.773
