mol_id,PKI,conformations (ns),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,9.154901959985743,2.88,9.524,2.332,1.773,0.699,0.171,0.156,0.157,0.157,0.498,0.444,0.412,10.103,1.855,1.376,0.758,0.139,0.156,0.156,0.156,0.565,0.272,0.246,9.628,2.0,1.453,0.736,0.153,0.156,0.157,0.157,0.51,0.333,0.281,9.627,2.307,1.769,0.703,0.168,0.156,0.156,0.156,0.509,0.435,0.408,9.458,2.084,1.503,0.725,0.16,0.156,0.156,0.156,0.492,0.362,0.302,9.605,2.386,1.806,0.696,0.173,0.156,0.156,0.156,0.507,0.463,0.424,10.388,2.172,1.401,0.744,0.156,0.157,0.156,0.156,0.6,0.379,0.211,13.629,13.333,13.081,13.702,13.045,13.797,13.961,43.229,35.189,36.152,43.315,37.057,44.57,40.159,0.156,0.156,0.548,0.637,0.604,0.554,0.588,0.544,0.616,0.451,0.361,0.374,0.451,0.385,0.465,0.397,96.235,74.303,77.211,96.298,79.725,99.748,85.732
2,9.301029995663981,5.26,7.715,2.871,2.427,0.593,0.221,0.156,0.158,0.156,0.516,0.433,0.39,8.56,2.362,1.887,0.668,0.184,0.156,0.156,0.156,0.647,0.281,0.22,7.852,2.478,2.066,0.633,0.2,0.156,0.158,0.156,0.539,0.28,0.245,7.908,2.815,2.419,0.602,0.214,0.156,0.156,0.156,0.543,0.397,0.373,7.564,2.581,2.148,0.615,0.21,0.156,0.156,0.156,0.498,0.314,0.276,7.803,2.918,2.499,0.59,0.221,0.156,0.158,0.156,0.528,0.447,0.415,8.577,2.796,1.938,0.644,0.21,0.156,0.158,0.156,0.643,0.452,0.151,13.013,12.808,12.395,13.142,12.293,13.22,13.311,47.842,40.82,40.791,48.202,41.317,49.561,46.024,0.157,0.156,0.389,0.502,0.45,0.403,0.423,0.385,0.467,0.447,0.383,0.355,0.437,0.363,0.463,0.415,114.61,91.767,93.371,115.2,95.549,119.682,105.813
3,6.214670164989233,5.86,176.131,95.914,3.633,0.639,0.348,0.151,0.151,0.151,0.407,0.192,0.415,232.767,93.574,2.637,0.708,0.284,0.151,0.151,0.151,0.71,0.18,0.215,208.113,99.103,2.959,0.671,0.32,0.151,0.151,0.151,0.569,0.21,0.271,180.601,94.616,3.584,0.648,0.339,0.151,0.151,0.151,0.427,0.184,0.405,196.976,100.468,3.131,0.655,0.334,0.151,0.151,0.151,0.511,0.219,0.304,174.464,93.849,3.715,0.641,0.345,0.151,0.151,0.151,0.398,0.18,0.436,228.83,82.32,3.24,0.728,0.262,0.151,0.151,0.158,0.685,0.133,0.335,275.679,328.978,310.175,278.801,300.576,272.028,314.39,17881.9,22641.682,21533.697,18074.201,20721.21,17370.156,19845.404,0.151,0.151,0.48,0.561,0.506,0.481,0.484,0.48,0.592,0.338,0.368,0.35,0.339,0.345,0.338,0.384,79537.166,80416.087,82868.959,79601.828,82991.598,78472.858,81197.127
4,7.920818753952375,2.83,8.925,4.289,2.477,0.569,0.273,0.151,0.151,0.151,0.565,0.497,0.403,9.272,3.208,1.951,0.642,0.222,0.152,0.151,0.151,0.63,0.241,0.239,9.056,3.627,2.053,0.615,0.246,0.151,0.152,0.151,0.589,0.343,0.271,8.952,4.224,2.468,0.572,0.27,0.151,0.151,0.151,0.571,0.474,0.399,8.991,3.814,2.129,0.602,0.255,0.151,0.151,0.151,0.576,0.39,0.294,8.929,4.359,2.555,0.564,0.275,0.151,0.151,0.152,0.566,0.508,0.429,10.225,3.79,2.534,0.618,0.229,0.151,0.151,0.151,0.759,0.363,0.396,15.69,14.431,14.737,15.645,14.934,15.843,16.55,71.001,54.095,58.892,70.342,61.556,72.874,74.276,0.151,0.151,0.353,0.464,0.422,0.358,0.403,0.345,0.427,0.488,0.37,0.401,0.481,0.42,0.501,0.506,181.489,126.56,141.08,179.333,149.507,188.162,189.046
6,7.823908740944319,1.35,69.022,6.47,1.719,0.894,0.084,0.156,0.156,0.157,0.136,0.439,0.528,42.301,6.024,1.085,0.856,0.122,0.156,0.156,0.156,0.052,0.358,0.214,52.939,6.151,1.287,0.877,0.102,0.156,0.156,0.156,0.081,0.397,0.3,66.821,6.47,1.682,0.891,0.086,0.156,0.156,0.157,0.127,0.439,0.506,58.111,6.215,1.398,0.884,0.095,0.156,0.156,0.156,0.097,0.408,0.353,70.134,6.526,1.772,0.894,0.083,0.156,0.156,0.156,0.14,0.445,0.56,43.889,6.647,1.537,0.843,0.128,0.156,0.156,0.156,0.056,0.46,0.423,77.212,49.41,60.377,74.972,65.724,78.432,52.072,576.393,307.248,401.687,555.573,451.1,593.505,369.382,0.156,0.156,0.841,0.784,0.815,0.837,0.826,0.841,0.764,0.367,0.208,0.259,0.358,0.286,0.382,0.313,1421.467,633.199,881.281,1357.604,1021.793,1482.834,869.81
7,7.2076083105017466,0.53,9.838,2.816,2.349,0.656,0.188,0.158,0.158,0.163,0.561,0.48,0.443,9.651,2.123,1.623,0.72,0.158,0.158,0.159,0.158,0.547,0.267,0.199,9.734,2.285,1.845,0.702,0.165,0.158,0.158,0.163,0.55,0.308,0.27,9.813,2.787,2.311,0.658,0.187,0.158,0.158,0.158,0.559,0.47,0.427,9.779,2.393,1.963,0.692,0.169,0.158,0.159,0.158,0.554,0.339,0.309,9.835,2.901,2.419,0.649,0.191,0.158,0.158,0.158,0.562,0.512,0.469,10.693,2.708,1.95,0.697,0.176,0.158,0.158,0.158,0.667,0.422,0.277,15.003,13.396,13.863,14.911,14.136,15.154,15.351,57.426,39.592,44.412,56.468,47.304,59.335,55.092,0.16,0.159,0.484,0.581,0.553,0.487,0.538,0.473,0.545,0.495,0.338,0.376,0.486,0.4,0.514,0.455,137.5,86.232,99.305,134.584,107.394,143.497,126.914
8,8.619788758288394,4.92,233.561,3.059,1.234,0.982,0.013,0.154,0.153,0.157,0.889,0.406,0.386,236.238,2.444,0.709,0.987,0.01,0.153,0.153,0.153,0.909,0.247,0.117,233.988,2.573,0.897,0.985,0.011,0.153,0.154,0.153,0.892,0.282,0.197,234.07,3.042,1.2,0.982,0.013,0.153,0.153,0.153,0.892,0.399,0.36,233.213,2.665,0.992,0.985,0.011,0.153,0.153,0.153,0.886,0.305,0.246,234.026,3.144,1.269,0.981,0.013,0.154,0.157,0.154,0.892,0.428,0.405,229.315,3.038,0.911,0.983,0.013,0.153,0.153,0.153,0.857,0.397,0.189,237.854,239.39,237.458,238.312,236.87,238.439,233.263,1006.459,746.492,814.314,996.399,855.527,1036.644,908.26,0.155,0.153,0.973,0.98,0.978,0.973,0.977,0.972,0.975,0.56,0.424,0.457,0.551,0.479,0.575,0.481,2126.074,1394.968,1591.875,2088.752,1708.976,2208.469,1776.025
9,7.341988603342887,4.14,101.888,5.27,1.663,0.936,0.048,0.165,0.165,0.165,0.161,0.455,0.489,101.751,5.222,1.204,0.941,0.048,0.165,0.165,0.165,0.161,0.464,0.255,96.396,5.081,1.382,0.937,0.049,0.165,0.165,0.165,0.145,0.437,0.337,103.224,5.311,1.628,0.937,0.048,0.165,0.165,0.165,0.165,0.463,0.469,95.165,5.056,1.473,0.936,0.05,0.165,0.165,0.167,0.141,0.431,0.382,104.507,5.345,1.681,0.937,0.048,0.165,0.165,0.165,0.169,0.466,0.5,71.232,6.322,1.515,0.901,0.08,0.165,0.165,0.165,0.08,0.672,0.405,108.821,108.177,102.859,110.163,101.693,111.533,79.069,715.168,660.157,630.051,724.923,628.685,743.252,567.806,0.165,0.165,0.904,0.911,0.906,0.906,0.904,0.906,0.851,0.369,0.293,0.306,0.366,0.318,0.378,0.386,1717.118,1408.059,1409.973,1727.606,1438.819,1793.843,1328.997
10,8.698970004336019,7.29,85.363,10.042,1.015,0.885,0.104,0.155,0.155,0.155,0.12,0.458,0.396,82.195,11.807,0.551,0.869,0.125,0.155,0.155,0.155,0.113,0.662,0.118,78.773,10.911,0.706,0.871,0.121,0.155,0.155,0.155,0.103,0.564,0.194,86.277,10.251,0.982,0.885,0.105,0.155,0.155,0.156,0.123,0.478,0.37,78.274,10.518,0.791,0.874,0.117,0.155,0.155,0.155,0.102,0.522,0.244,87.798,10.068,1.045,0.888,0.102,0.155,0.156,0.155,0.127,0.457,0.418,52.367,13.555,0.815,0.785,0.203,0.155,0.155,0.155,0.047,0.832,0.251,96.42,94.552,90.389,97.511,89.583,98.911,66.737,954.083,1022.249,922.778,979.246,893.529,986.218,763.542,0.155,0.155,0.828,0.804,0.807,0.827,0.811,0.831,0.677,0.325,0.298,0.287,0.324,0.289,0.334,0.377,1920.751,1651.577,1619.855,1945.242,1634.616,2008.704,1408.514
12,7.7447274948966935,1.45,13.134,2.536,1.839,0.75,0.145,0.158,0.154,0.154,0.494,0.362,0.348,13.414,2.081,1.231,0.802,0.124,0.154,0.154,0.154,0.519,0.224,0.138,13.286,2.126,1.438,0.789,0.126,0.154,0.154,0.154,0.506,0.241,0.203,13.143,2.539,1.802,0.752,0.145,0.158,0.154,0.154,0.494,0.362,0.328,13.243,2.18,1.539,0.781,0.129,0.154,0.154,0.154,0.502,0.257,0.24,13.145,2.617,1.882,0.745,0.148,0.154,0.154,0.155,0.495,0.388,0.361,15.188,2.463,1.476,0.794,0.129,0.154,0.155,0.155,0.661,0.319,0.215,17.509,16.727,16.849,17.484,16.962,17.644,19.127,62.12,47.003,50.402,61.634,52.603,64.065,63.459,0.155,0.154,0.625,0.703,0.683,0.628,0.671,0.618,0.691,0.401,0.294,0.316,0.395,0.333,0.415,0.398,140.873,98.114,107.86,139.262,113.988,146.452,137.796
