mol_id,PKI,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,9.154901959985745,8.849,2.773,1.733,0.663,0.208,0.156,0.157,0.16,0.477,0.538,0.532,10.406,2.011,1.232,0.762,0.147,0.156,0.156,0.157,0.652,0.275,0.264,9.399,2.311,1.364,0.719,0.177,0.156,0.156,0.156,0.534,0.371,0.329,9.075,2.71,1.712,0.672,0.201,0.156,0.156,0.156,0.5,0.513,0.517,8.994,2.463,1.444,0.697,0.191,0.156,0.156,0.156,0.492,0.424,0.37,8.962,2.813,1.775,0.661,0.208,0.156,0.157,0.156,0.489,0.553,0.558,9.675,2.363,1.484,0.715,0.175,0.156,0.156,0.156,0.583,0.391,0.301,13.355,13.649,13.074,13.497,12.9,13.55,13.522,44.677,36.222,37.693,44.77,38.69,46.113,40.731,0.158,0.156,0.494,0.644,0.578,0.509,0.546,0.492,0.573,0.516,0.397,0.411,0.51,0.429,0.533,0.425,100.554,75.649,80.393,100.371,83.566,104.418,88.186
2,9.30102999566398,7.994,2.988,2.366,0.599,0.224,0.158,0.156,0.156,0.475,0.442,0.363,9.776,2.254,1.834,0.705,0.163,0.156,0.156,0.156,0.703,0.272,0.224,8.604,2.498,1.98,0.658,0.191,0.158,0.156,0.158,0.546,0.32,0.246,8.3,2.932,2.329,0.612,0.216,0.158,0.158,0.156,0.511,0.434,0.356,8.102,2.638,2.074,0.632,0.206,0.156,0.156,0.156,0.486,0.35,0.267,8.104,3.05,2.423,0.597,0.225,0.156,0.156,0.156,0.488,0.464,0.388,8.619,2.727,2.123,0.64,0.202,0.158,0.156,0.158,0.577,0.402,0.177,13.348,13.865,13.081,13.562,12.815,13.576,13.469,49.865,44.107,43.467,50.5,43.651,51.741,47.591,0.157,0.156,0.398,0.558,0.487,0.418,0.448,0.395,0.46,0.427,0.4,0.371,0.434,0.368,0.447,0.385,119.717,98.399,99.089,120.749,100.797,125.205,110.96
3,6.214670164989233,14.562,2.293,2.041,0.771,0.121,0.151,0.151,0.151,0.466,0.432,0.45,15.334,1.666,1.216,0.842,0.091,0.151,0.151,0.151,0.526,0.222,0.151,15.05,1.86,1.529,0.816,0.101,0.151,0.151,0.151,0.5,0.282,0.263,14.602,2.254,2.004,0.774,0.12,0.151,0.151,0.151,0.469,0.416,0.45,14.916,1.971,1.67,0.804,0.106,0.151,0.154,0.151,0.489,0.32,0.315,14.507,2.341,2.103,0.766,0.124,0.151,0.151,0.151,0.463,0.449,0.485,16.877,2.173,1.673,0.814,0.105,0.151,0.151,0.151,0.634,0.384,0.251,18.896,18.216,18.439,18.86,18.557,18.951,20.723,67.792,46.227,53.845,66.694,57.607,69.388,68.533,0.151,0.151,0.656,0.763,0.724,0.661,0.706,0.648,0.722,0.449,0.3,0.348,0.445,0.375,0.466,0.423,154.841,95.521,115.08,151.513,125.273,159.751,150.589
4,7.920818753952375,14.016,2.422,1.813,0.768,0.133,0.152,0.151,0.151,0.472,0.39,0.361,14.78,1.903,1.149,0.829,0.107,0.151,0.151,0.152,0.526,0.233,0.139,14.449,2.003,1.396,0.81,0.112,0.151,0.151,0.152,0.502,0.262,0.211,14.076,2.412,1.77,0.771,0.132,0.151,0.151,0.151,0.476,0.386,0.342,14.301,2.078,1.516,0.799,0.116,0.151,0.151,0.151,0.491,0.284,0.252,13.991,2.499,1.855,0.763,0.136,0.151,0.152,0.152,0.47,0.415,0.376,16.454,2.481,1.436,0.808,0.122,0.151,0.151,0.151,0.652,0.396,0.219,18.252,17.831,17.847,18.258,17.895,18.345,20.371,63.755,47.284,51.898,63.137,54.544,65.546,68.01,0.151,0.151,0.652,0.743,0.714,0.656,0.699,0.644,0.712,0.408,0.299,0.325,0.401,0.342,0.421,0.422,143.561,97.416,110.131,141.493,117.483,148.733,147.0
6,7.823908740944319,15.914,2.904,0.581,0.82,0.15,0.156,0.156,0.157,0.536,0.452,0.283,16.457,2.167,0.268,0.871,0.115,0.157,0.156,0.156,0.573,0.243,0.058,16.225,2.339,0.373,0.857,0.124,0.156,0.156,0.156,0.557,0.286,0.114,15.961,2.876,0.561,0.823,0.148,0.156,0.157,0.156,0.539,0.442,0.264,16.117,2.454,0.429,0.848,0.129,0.156,0.156,0.156,0.549,0.317,0.152,15.899,2.996,0.604,0.815,0.154,0.157,0.156,0.16,0.535,0.481,0.307,18.211,2.808,0.383,0.851,0.131,0.157,0.157,0.156,0.702,0.399,0.115,19.4,18.891,18.937,19.399,19.0,19.499,21.402,57.154,40.649,44.882,56.483,47.519,59.049,59.186,0.156,0.156,0.731,0.807,0.785,0.734,0.772,0.723,0.776,0.423,0.291,0.319,0.415,0.339,0.441,0.405,103.404,69.1,77.98,101.648,83.477,107.336,100.175
7,7.207608310501746,15.074,2.508,0.576,0.83,0.138,0.158,0.158,0.158,0.522,0.447,0.282,14.547,1.885,0.273,0.871,0.113,0.158,0.158,0.159,0.491,0.253,0.062,14.755,2.044,0.373,0.859,0.119,0.159,0.158,0.158,0.503,0.3,0.118,15.025,2.482,0.556,0.832,0.137,0.158,0.158,0.158,0.519,0.439,0.263,14.86,2.142,0.427,0.853,0.123,0.158,0.158,0.159,0.509,0.329,0.155,15.092,2.581,0.599,0.826,0.141,0.159,0.158,0.158,0.524,0.473,0.304,16.242,2.51,0.371,0.849,0.131,0.158,0.158,0.158,0.611,0.448,0.116,18.158,16.705,17.172,18.063,17.428,18.272,19.122,47.926,31.906,36.424,47.029,39.086,49.536,47.713,0.158,0.159,0.745,0.806,0.789,0.748,0.779,0.739,0.774,0.417,0.269,0.307,0.407,0.331,0.434,0.392,87.848,56.095,64.846,85.827,70.1,91.126,81.941
8,8.619788758288394,12.857,3.316,1.157,0.742,0.191,0.153,0.154,0.153,0.524,0.409,0.362,13.855,2.654,0.554,0.812,0.156,0.153,0.157,0.154,0.611,0.266,0.081,13.419,2.755,0.774,0.792,0.163,0.153,0.153,0.153,0.571,0.283,0.16,12.945,3.305,1.117,0.745,0.19,0.153,0.153,0.153,0.532,0.408,0.336,13.22,2.846,0.884,0.78,0.168,0.154,0.153,0.153,0.553,0.3,0.21,12.832,3.425,1.195,0.735,0.196,0.153,0.153,0.153,0.523,0.438,0.386,15.416,3.143,0.812,0.796,0.162,0.154,0.153,0.153,0.751,0.362,0.176,17.33,17.063,16.948,17.366,16.949,17.452,19.37,61.348,45.919,49.486,60.926,51.824,63.372,63.517,0.154,0.155,0.613,0.718,0.688,0.618,0.67,0.603,0.694,0.432,0.32,0.338,0.425,0.354,0.449,0.43,128.005,83.353,95.041,126.064,102.037,133.327,122.213
9,7.341988603342887,7.11,3.002,0.669,0.659,0.278,0.165,0.165,0.165,0.567,0.459,0.297,6.648,2.488,0.254,0.708,0.265,0.165,0.167,0.172,0.499,0.298,0.041,6.583,2.605,0.403,0.686,0.272,0.165,0.165,0.165,0.487,0.338,0.106,7.129,2.986,0.639,0.663,0.278,0.165,0.165,0.167,0.57,0.453,0.27,6.62,2.685,0.481,0.676,0.274,0.165,0.165,0.167,0.492,0.363,0.153,7.243,3.066,0.692,0.658,0.279,0.165,0.165,0.165,0.589,0.479,0.317,7.297,3.186,0.412,0.67,0.292,0.165,0.165,0.165,0.602,0.481,0.106,10.782,9.39,9.592,10.754,9.786,11.001,10.895,28.113,18.859,20.855,27.75,22.249,29.342,27.564,0.165,0.168,0.489,0.562,0.53,0.494,0.515,0.488,0.505,0.441,0.279,0.31,0.431,0.336,0.462,0.396,53.181,32.443,37.358,52.109,40.586,55.717,48.03
10,8.698970004336019,13.386,2.978,1.285,0.758,0.169,0.155,0.155,0.155,0.515,0.437,0.39,15.07,2.378,0.789,0.826,0.13,0.155,0.155,0.155,0.65,0.264,0.149,14.068,2.515,0.947,0.802,0.143,0.156,0.155,0.155,0.568,0.302,0.212,13.615,2.955,1.252,0.764,0.166,0.155,0.155,0.155,0.532,0.428,0.371,13.654,2.609,1.037,0.789,0.151,0.155,0.155,0.155,0.535,0.329,0.253,13.492,3.051,1.321,0.755,0.171,0.155,0.155,0.155,0.523,0.459,0.413,16.943,2.864,1.03,0.813,0.137,0.155,0.155,0.156,0.82,0.364,0.257,17.649,18.236,17.53,17.822,17.3,17.863,20.837,60.897,49.598,51.09,60.971,52.486,63.01,68.925,0.155,0.155,0.638,0.74,0.704,0.646,0.684,0.633,0.72,0.447,0.355,0.361,0.444,0.372,0.465,0.48,129.78,96.096,102.129,129.148,106.717,135.24,139.733
12,7.744727494896693,10.388,3.685,1.631,0.661,0.235,0.154,0.154,0.155,0.498,0.463,0.533,10.597,2.671,1.153,0.735,0.185,0.154,0.154,0.154,0.527,0.234,0.268,10.415,3.03,1.264,0.708,0.206,0.154,0.155,0.155,0.502,0.312,0.319,10.425,3.617,1.611,0.666,0.231,0.155,0.154,0.154,0.502,0.443,0.522,10.362,3.205,1.337,0.695,0.215,0.154,0.154,0.154,0.496,0.352,0.355,10.408,3.764,1.685,0.656,0.237,0.154,0.154,0.154,0.5,0.482,0.57,11.375,3.359,1.415,0.704,0.208,0.154,0.154,0.154,0.602,0.4,0.371,15.704,14.422,14.709,15.652,14.904,15.857,16.149,61.229,43.608,48.556,60.322,51.351,63.047,59.06,0.154,0.154,0.492,0.602,0.562,0.499,0.543,0.485,0.557,0.498,0.343,0.378,0.489,0.401,0.517,0.458,139.358,90.673,103.167,136.709,110.655,144.895,129.277
