mol_id,PKI,conformations (ns),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,9.154901959985743,1.73,9.376,2.448,2.041,0.676,0.177,0.156,0.157,0.16,0.493,0.373,0.376,10.587,2.169,1.436,0.746,0.153,0.156,0.157,0.156,0.627,0.333,0.19,9.802,2.207,1.625,0.719,0.162,0.156,0.156,0.157,0.537,0.329,0.24,9.542,2.455,2.006,0.681,0.175,0.156,0.156,0.156,0.51,0.385,0.365,9.494,2.239,1.728,0.705,0.166,0.156,0.156,0.156,0.504,0.328,0.27,9.461,2.493,2.088,0.674,0.178,0.156,0.156,0.156,0.502,0.387,0.394,10.152,2.135,1.774,0.722,0.152,0.156,0.157,0.156,0.594,0.425,0.184,13.864,14.192,13.634,14.003,13.461,14.043,14.061,47.081,41.274,41.151,47.49,41.538,48.553,43.476,0.158,0.156,0.514,0.619,0.578,0.522,0.558,0.511,0.583,0.414,0.383,0.369,0.42,0.367,0.428,0.401,107.785,88.431,89.946,108.48,91.742,111.856,95.995
2,9.301029995663981,8.3,7.471,3.003,2.172,0.591,0.237,0.156,0.158,0.156,0.512,0.505,0.522,8.148,2.576,1.429,0.67,0.212,0.156,0.156,0.156,0.611,0.382,0.199,7.55,2.638,1.708,0.635,0.222,0.156,0.156,0.156,0.524,0.399,0.313,7.642,2.973,2.121,0.6,0.233,0.156,0.156,0.156,0.536,0.5,0.498,7.306,2.714,1.845,0.616,0.229,0.156,0.156,0.156,0.49,0.418,0.374,7.554,3.069,2.219,0.588,0.239,0.156,0.156,0.156,0.524,0.53,0.549,8.305,2.895,1.753,0.641,0.223,0.158,0.156,0.156,0.635,0.436,0.204,12.645,12.153,11.897,12.736,11.865,12.843,12.953,45.18,36.311,37.326,45.232,38.317,46.763,43.67,0.157,0.156,0.386,0.506,0.452,0.4,0.424,0.382,0.462,0.513,0.398,0.412,0.512,0.427,0.534,0.425,106.546,78.455,83.254,106.153,86.768,111.063,98.758
3,6.214670164989233,3.28,358.618,4.45,2.107,0.982,0.012,0.151,0.151,0.151,0.846,0.43,0.391,350.004,3.508,1.38,0.986,0.01,0.151,0.151,0.151,0.806,0.252,0.167,357.826,3.873,1.611,0.985,0.011,0.151,0.151,0.151,0.842,0.314,0.228,356.938,4.39,2.072,0.982,0.012,0.151,0.151,0.151,0.838,0.418,0.378,360.368,4.05,1.736,0.984,0.011,0.151,0.151,0.151,0.854,0.348,0.265,356.967,4.498,2.17,0.982,0.012,0.151,0.151,0.151,0.838,0.44,0.415,355.157,3.848,1.841,0.984,0.011,0.151,0.151,0.151,0.83,0.295,0.287,365.175,354.891,363.31,363.401,366.154,363.635,360.846,2360.868,1715.514,1968.682,2315.733,2092.139,2390.0,2027.353,0.151,0.151,0.973,0.979,0.977,0.973,0.976,0.972,0.976,0.555,0.408,0.462,0.545,0.489,0.564,0.471,6088.803,3764.261,4564.8,5925.956,4992.092,6237.664,4903.44
4,7.920818753952375,3.37,348.455,8.06,3.172,0.969,0.022,0.151,0.151,0.151,0.641,0.332,0.498,402.016,5.981,2.347,0.98,0.015,0.151,0.151,0.151,0.854,0.154,0.266,373.357,6.937,2.608,0.975,0.018,0.151,0.151,0.151,0.736,0.221,0.336,354.31,7.899,3.128,0.97,0.022,0.151,0.151,0.152,0.662,0.315,0.484,361.567,7.359,2.748,0.973,0.02,0.151,0.151,0.151,0.69,0.257,0.374,349.574,8.101,3.243,0.969,0.022,0.151,0.151,0.152,0.645,0.338,0.52,382.154,6.866,2.751,0.975,0.018,0.151,0.151,0.151,0.771,0.214,0.358,359.687,410.343,382.902,365.337,371.673,360.918,391.772,3939.483,3361.77,3582.024,3931.52,3674.343,3991.649,3694.281,0.151,0.151,0.953,0.97,0.963,0.955,0.959,0.953,0.963,0.49,0.425,0.431,0.487,0.44,0.501,0.448,13207.991,9414.133,10720.594,13050.569,11356.618,13535.635,11305.119
6,7.823908740944319,9.11,132.808,5.634,2.299,0.944,0.04,0.156,0.156,0.156,0.292,0.461,0.486,102.679,5.377,1.638,0.936,0.049,0.156,0.156,0.157,0.174,0.4,0.213,117.012,5.474,1.842,0.941,0.044,0.156,0.156,0.156,0.227,0.42,0.301,129.739,5.612,2.272,0.943,0.041,0.156,0.156,0.156,0.279,0.458,0.476,123.369,5.527,1.947,0.943,0.042,0.156,0.156,0.156,0.252,0.432,0.343,132.898,5.641,2.367,0.943,0.04,0.156,0.156,0.156,0.292,0.465,0.517,102.874,5.78,2.145,0.928,0.052,0.156,0.156,0.156,0.175,0.478,0.333,140.741,109.694,124.327,137.623,130.843,140.906,110.799,1066.523,729.138,866.095,1035.63,932.871,1077.646,827.692,0.156,0.156,0.915,0.904,0.912,0.914,0.914,0.915,0.893,0.413,0.263,0.316,0.404,0.342,0.425,0.329,2927.618,1743.336,2169.986,2827.712,2391.434,2993.189,2214.04
7,7.2076083105017466,7.14,13.208,2.603,0.894,0.791,0.156,0.158,0.159,0.158,0.505,0.455,0.411,12.648,1.974,0.516,0.836,0.13,0.158,0.158,0.158,0.471,0.27,0.127,12.872,2.134,0.635,0.823,0.136,0.158,0.159,0.158,0.483,0.313,0.201,13.153,2.577,0.873,0.792,0.155,0.158,0.158,0.158,0.501,0.449,0.389,12.986,2.232,0.7,0.816,0.14,0.158,0.158,0.158,0.49,0.339,0.248,13.225,2.678,0.926,0.786,0.159,0.158,0.158,0.158,0.506,0.482,0.44,14.119,2.559,0.664,0.814,0.148,0.158,0.158,0.158,0.584,0.453,0.214,16.705,15.137,15.641,16.603,15.918,16.829,17.342,48.515,32.504,36.997,47.626,39.637,50.147,47.211,0.159,0.158,0.686,0.753,0.734,0.688,0.724,0.679,0.721,0.457,0.289,0.332,0.446,0.359,0.476,0.417,95.963,60.517,70.077,93.81,75.843,99.783,88.559
8,8.619788758288394,6.19,14.815,2.686,0.821,0.809,0.147,0.153,0.154,0.153,0.484,0.419,0.279,15.619,2.12,0.373,0.862,0.117,0.153,0.153,0.153,0.54,0.254,0.058,15.282,2.225,0.533,0.847,0.123,0.154,0.153,0.153,0.516,0.284,0.118,14.879,2.675,0.791,0.811,0.146,0.154,0.153,0.153,0.488,0.415,0.259,15.125,2.306,0.614,0.838,0.128,0.153,0.153,0.153,0.505,0.307,0.157,14.786,2.772,0.85,0.803,0.151,0.153,0.153,0.154,0.482,0.446,0.299,17.393,2.74,0.521,0.842,0.133,0.153,0.153,0.154,0.67,0.424,0.113,18.322,18.112,18.04,18.346,18.046,18.408,20.654,54.164,39.729,43.337,53.696,45.591,55.918,58.153,0.154,0.153,0.713,0.794,0.771,0.717,0.757,0.705,0.763,0.394,0.284,0.306,0.388,0.323,0.409,0.402,105.155,70.19,79.497,103.542,85.062,109.178,103.654
9,7.341988603342887,2.51,235.569,97.15,2.597,0.703,0.29,0.165,0.165,0.165,0.663,0.146,0.462,221.924,82.179,2.429,0.724,0.268,0.165,0.165,0.165,0.6,0.086,0.375,221.715,76.308,2.45,0.738,0.254,0.165,0.165,0.165,0.6,0.073,0.385,235.93,98.781,2.598,0.699,0.293,0.165,0.165,0.165,0.665,0.152,0.463,222.915,76.716,2.476,0.738,0.254,0.165,0.165,0.165,0.604,0.075,0.398,239.434,102.744,2.618,0.694,0.298,0.165,0.165,0.165,0.683,0.173,0.472,201.829,71.145,1.934,0.734,0.259,0.165,0.165,0.165,0.505,0.06,0.233,335.317,306.533,300.473,337.309,302.108,344.796,274.908,23749.734,18976.296,17648.785,24175.007,17843.092,25496.303,14887.145,0.165,0.165,0.554,0.586,0.607,0.549,0.607,0.542,0.601,0.423,0.353,0.353,0.427,0.359,0.443,0.266,83521.012,63583.619,59400.593,85054.53,60484.428,90249.263,42934.271
10,8.698970004336019,1.81,15.203,2.427,0.821,0.824,0.132,0.155,0.155,0.155,0.475,0.401,0.314,17.182,1.941,0.362,0.882,0.1,0.155,0.155,0.155,0.61,0.257,0.061,15.97,2.052,0.524,0.861,0.111,0.155,0.156,0.156,0.526,0.287,0.128,15.483,2.407,0.786,0.829,0.129,0.155,0.156,0.156,0.493,0.395,0.288,15.473,2.128,0.61,0.85,0.117,0.155,0.155,0.156,0.493,0.309,0.173,15.346,2.485,0.847,0.822,0.133,0.155,0.155,0.155,0.484,0.421,0.334,19.332,2.469,0.517,0.866,0.111,0.155,0.155,0.155,0.772,0.418,0.123,18.451,19.486,18.545,18.677,18.212,18.678,22.318,51.369,40.288,42.212,51.339,43.674,53.236,59.001,0.155,0.155,0.736,0.823,0.792,0.744,0.774,0.732,0.799,0.397,0.309,0.314,0.392,0.325,0.413,0.437,100.109,71.863,77.927,99.326,81.98,104.214,105.989
12,7.7447274948966935,4.64,11.763,4.179,0.953,0.696,0.247,0.154,0.154,0.154,0.476,0.481,0.375,12.312,3.12,0.695,0.763,0.193,0.154,0.154,0.154,0.528,0.272,0.201,12.07,3.421,0.716,0.745,0.211,0.155,0.154,0.154,0.502,0.324,0.215,11.803,4.114,0.965,0.699,0.244,0.154,0.154,0.154,0.48,0.469,0.388,11.97,3.601,0.736,0.734,0.221,0.154,0.154,0.154,0.492,0.356,0.226,11.763,4.292,0.99,0.69,0.252,0.154,0.154,0.154,0.476,0.509,0.404,13.934,3.749,0.696,0.758,0.204,0.155,0.155,0.154,0.667,0.382,0.191,16.895,16.127,16.208,16.882,16.308,17.045,18.379,64.347,49.143,52.394,63.911,54.572,66.388,64.553,0.154,0.154,0.544,0.645,0.617,0.549,0.601,0.535,0.637,0.444,0.334,0.347,0.446,0.358,0.463,0.413,128.093,91.976,98.186,127.642,102.618,133.44,119.31
