mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,6.08,273.18,133.741,2.265,0.668,0.163,0.635,0.665,0.469,0.692,0.654,0.166,0.67,0.261,0.624,0.218,0.59,0.504,0.507,8.0,0.1331276,5.336,4.652,1.065,0.434602,3.22048951,67.87188,88.360329,53.000652
2,7.698970004336019,6.07,18.912,6.577,1.073,0.712,0.151,0.488,0.387,0.342,0.534,0.305,0.152,0.318,0.186,0.391,0.256,0.406,0.33,0.441,4.0,0.2065482,7.072,2.973,1.045,0.503333,3.64070657,80.390869,151.969971,74.571724
3,8.0,8.62,17.114,5.847,1.369,0.703,0.153,0.444,0.363,0.354,0.465,0.305,0.13,0.299,0.184,0.416,0.232,0.387,0.3,0.406,3.0,0.2316825,6.83,2.973,1.039,0.48093,5.41622727,80.853027,152.11055,78.399811
4,8.0,4.85,23.338,5.507,1.209,0.777,0.149,0.474,0.347,0.4,0.335,0.323,0.11,0.295,0.191,0.501,0.204,0.407,0.256,0.342,7.0,0.2305348,7.105,4.65,1.036,0.502123,4.34142607,95.501923,155.50856,94.931274
5,7.301029995663981,3.58,234.845,13.232,1.348,0.942,0.151,0.414,0.573,0.382,0.647,0.43,0.164,0.529,0.197,0.442,0.184,0.456,0.414,0.413,6.0,0.2465537,7.58,3.144,1.046,0.517279,7.4991805,104.745934,144.949982,99.644547
6,4.721246399047171,6.04,345.91,6.111,4.082,0.971,0.157,0.825,0.327,0.377,0.745,0.177,0.166,0.185,0.252,0.193,0.213,0.51,0.363,0.393,5.0,0.1676101,6.085,3.042,1.011,0.420276,1.98363266,48.189407,1003.741211,83.521584
7,4.638272163982407,8.49,250.187,130.756,4.725,0.649,0.157,0.603,0.29,0.34,0.727,0.727,0.176,0.357,0.254,0.95,0.127,0.411,0.543,0.622,,,,,,,,,,
8,7.096910013008056,6.96,10.995,7.097,2.386,0.537,0.151,0.467,0.529,0.438,0.294,0.565,0.141,0.53,0.205,0.623,0.198,0.478,0.333,0.387,6.0,0.2901292,6.428,3.178,1.071,0.414105,4.90653442,52.36832,1007.30603,79.37117
9,7.522878745280337,2.18,134.12,13.893,3.118,0.887,0.153,0.14,0.509,0.371,0.031,0.762,0.265,0.552,0.336,0.908,0.27,0.34,0.353,0.405,8.0,0.103808,6.937,5.044,1.027,0.48692,3.90475181,59.168159,151.194138,84.553314
10,7.0,3.74,370.009,68.656,3.489,0.837,0.151,0.952,0.125,0.406,0.973,0.025,0.303,0.054,0.337,0.028,0.225,0.495,0.434,0.391,6.0,0.3962675,6.88,3.007,1.075,0.444403,8.72388111,75.549835,164.048782,86.581444
11,7.522878745280337,5.02,23.424,7.254,1.146,0.736,0.149,0.554,0.36,0.351,0.445,0.169,0.108,0.238,0.168,0.242,0.19,0.422,0.241,0.29,5.0,0.0852606,7.371,3.11,1.017,0.515665,3.18491976,80.44062,158.492279,97.737724
12,6.102372908709558,5.84,15.194,9.458,1.181,0.588,0.151,0.461,0.389,0.332,0.329,0.284,0.176,0.277,0.201,0.338,0.271,0.394,0.263,0.341,4.0,0.2137113,6.893,4.446,1.048,0.46583,3.84029619,88.462128,157.85788,101.268265
13,5.801342913045577,2.62,41.843,14.847,1.606,0.718,0.151,0.066,0.458,0.352,0.194,0.484,0.121,0.426,0.198,0.635,0.151,0.292,0.266,0.269,6.0,0.2102186,7.402,3.212,1.05,0.500679,4.41819017,65.31823,186.717255,105.381577
14,6.200659450546418,6.03,18.467,8.059,1.314,0.663,0.149,0.461,0.424,0.357,0.707,0.354,0.262,0.337,0.229,0.447,0.419,0.414,0.441,0.542,5.0,0.2457698,7.762,3.11,1.074,0.54243,5.53525394,64.814621,151.018021,79.752449
15,6.823908740944319,1.93,40.546,20.553,1.78,0.645,0.147,0.032,0.459,0.415,0.093,0.004,0.161,0.026,0.231,0.099,0.232,0.302,0.086,0.116,6.0,0.2646892,7.621,3.212,1.039,0.529495,5.79410516,79.412621,174.461685,95.849548
16,7.698970004336019,9.52,252.555,109.281,7.929,0.683,0.153,0.511,0.187,0.413,0.559,0.122,0.269,0.161,0.303,0.116,0.321,0.37,0.317,0.32,5.0,0.1300598,6.933,4.481,1.036,0.46817,4.68613137,53.195625,154.684265,84.838715
