mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,2.35,17.327,2.122,1.249,0.837,0.163,0.531,0.332,0.35,0.576,0.155,0.178,0.192,0.2,0.217,0.146,0.404,0.303,0.268,5.0,0.1250085,5.597,4.537,1.062,0.44756,5.68678082,67.343147,92.481033,52.78479
2,7.698970004336019,2.5,178.777,14.339,1.376,0.919,0.151,0.232,0.494,0.412,0.15,0.528,0.324,0.467,0.28,0.696,0.511,0.38,0.334,0.428,4.0,0.1499525,7.044,2.939,1.044,0.51139,7.13247259,86.997238,171.770432,92.411446
3,8.0,8.1,245.743,161.105,3.99,0.598,0.153,0.392,0.947,0.378,0.494,0.354,0.37,0.653,0.327,0.15,0.421,0.572,0.406,0.368,6.0,0.1802161,7.185,2.939,1.039,0.499082,6.52687546,66.936546,132.883423,74.766922
4,8.0,5.65,85.44,17.066,3.972,0.802,0.149,0.099,0.472,0.371,0.028,0.483,0.265,0.48,0.273,0.445,0.371,0.314,0.259,0.281,2.0,0.2065064,7.852,4.651,1.036,0.526231,4.72848407,85.707443,150.342224,88.440865
5,7.301029995663981,5.89,219.984,8.205,2.085,0.955,0.151,0.891,0.396,0.354,0.902,0.191,0.318,0.254,0.246,0.277,0.389,0.547,0.47,0.518,4.0,0.1565426,7.523,3.076,1.047,0.537414,4.05693936,72.634865,175.650055,110.32576
6,4.721246399047171,1.49,108.302,5.652,1.887,0.935,0.157,0.221,0.537,0.461,0.161,0.512,0.167,0.491,0.268,0.565,0.213,0.406,0.28,0.298,5.0,0.2086976,5.512,3.076,1.011,0.420115,2.63966992,36.170135,1001.463745,71.76107
7,4.638272163982407,0.66,15.594,4.36,0.932,0.747,0.157,0.493,0.42,0.318,0.659,0.14,0.108,0.236,0.165,0.169,0.188,0.41,0.302,0.402,,,,,,,,,,
8,7.096910013008056,1.44,11.695,5.012,1.612,0.638,0.151,0.484,0.504,0.248,0.307,0.558,0.104,0.51,0.132,0.636,0.138,0.412,0.323,0.386,6.0,0.3661599,6.241,3.178,1.067,0.389071,6.10862877,42.565041,1034.990601,54.6315
9,7.522878745280337,5.92,188.857,13.818,1.162,0.927,0.153,0.498,0.465,0.363,0.352,0.504,0.116,0.406,0.153,0.684,0.246,0.442,0.324,0.432,5.0,0.1450221,7.366,4.708,1.025,0.480724,4.3072124,49.904678,185.307159,68.636574
10,7.0,1.42,36.888,10.426,1.403,0.757,0.151,0.04,0.657,0.399,0.028,0.006,0.338,0.123,0.291,0.088,0.288,0.365,0.124,0.132,2.0,0.1808176,7.262,3.076,1.049,0.465982,6.08751821,113.457466,173.483612,77.739433
11,7.522878745280337,4.65,133.578,110.466,59.81,0.44,0.149,0.317,0.194,0.052,0.293,0.139,0.003,0.155,0.012,0.09,0.017,0.188,0.145,0.113,4.0,0.1591447,7.553,3.178,1.016,0.504448,3.58742659,83.04158,146.71347,101.783699
12,6.102372908709558,0.52,144.438,8.842,2.297,0.928,0.151,0.204,0.445,0.429,0.149,0.453,0.235,0.347,0.3,0.728,0.289,0.359,0.279,0.372,5.0,0.1690277,6.758,4.345,1.041,0.467727,6.50617422,77.673477,187.368576,88.080948
13,5.801342913045577,4.45,180.572,41.64,7.655,0.786,0.151,0.194,0.068,0.434,0.085,0.032,0.006,0.027,0.068,0.035,0.073,0.232,0.041,0.054,5.0,0.1972794,7.658,3.247,1.054,0.499676,8.03228283,84.101807,163.838745,86.870255
14,6.200659450546418,7.56,19.572,8.402,1.179,0.671,0.149,0.505,0.362,0.353,0.904,0.181,0.255,0.235,0.213,0.207,0.391,0.407,0.447,0.529,4.0,0.2438674,7.516,3.11,1.072,0.573868,4.64203766,103.298912,187.260895,93.587524
15,6.823908740944319,1.35,302.25,34.274,10.119,0.872,0.148,0.919,0.026,0.469,0.988,0.014,0.001,0.009,0.031,0.01,0.061,0.471,0.334,0.342,4.0,0.3124112,7.181,3.042,1.04,0.493806,5.59174787,111.244057,185.490341,85.828918
16,7.698970004336019,2.71,135.488,8.375,2.867,0.923,0.153,0.183,0.372,0.425,0.121,0.23,0.366,0.264,0.338,0.305,0.5,0.327,0.239,0.295,3.0,0.1338494,6.857,4.378,1.037,0.458901,4.89492689,77.393219,186.774933,106.765884
17,7.838631997765025,3.3,17.164,1.757,1.177,0.854,0.164,0.563,0.409,0.345,0.45,0.183,0.137,0.232,0.199,0.293,0.215,0.439,0.257,0.341,5.0,0.1418253,5.332,2.939,1.014,0.412574,3.12963731,76.255714,140.571396,82.794998
18,4.701146923590294,7.46,50.943,8.105,1.481,0.842,0.161,0.085,0.468,0.346,0.018,0.008,0.115,0.109,0.181,0.187,0.19,0.3,0.047,0.136,3.0,0.0312286,5.606,3.212,1.02,0.405205,3.58433497,58.807655,147.357132,58.977619
19,5.221848749616356,6.65,143.157,4.287,1.264,0.963,0.161,0.362,0.364,0.289,0.418,0.311,0.145,0.321,0.178,0.269,0.243,0.338,0.291,0.289,5.0,0.1296013,5.95,3.076,1.014,0.423754,3.10706914,46.850365,143.370758,68.205643
20,8.0,6.48,156.287,15.268,1.079,0.905,0.16,0.28,0.614,0.317,0.119,0.603,0.054,0.567,0.108,0.784,0.128,0.404,0.259,0.343,2.0,0.2172871,5.699,3.076,1.019,0.424728,1.93567137,42.541325,123.494797,54.168747
21,7.522878745280337,9.13,156.094,82.077,9.191,0.631,0.156,0.445,0.061,0.395,0.633,0.003,0.026,0.011,0.346,0.017,0.259,0.3,0.221,0.289,4.0,0.1606399,6.004,3.911,1.014,0.473131,3.24937553,58.774109,116.360657,52.476849
22,6.920818753952375,3.78,288.521,10.051,0.835,0.964,0.153,0.456,0.453,0.298,0.664,0.306,0.076,0.363,0.141,0.386,0.162,0.402,0.349,0.373,4.0,0.1104149,6.319,3.076,1.049,0.452287,5.30945604,38.82732,146.12114,39.572124
23,7.301029995663981,5.99,27.561,1.93,0.972,0.905,0.154,0.595,0.467,0.346,0.501,0.196,0.077,0.262,0.153,0.351,0.16,0.469,0.258,0.354,5.0,0.1491758,6.387,2.939,1.012,0.505205,2.27494777,52.148239,147.131332,79.235161
24,7.958212681028248,8.75,472.305,117.936,10.622,0.786,0.158,0.816,0.534,0.23,0.981,0.244,0.105,0.306,0.129,0.205,0.145,0.527,0.443,0.446,4.0,0.1754486,6.093,2.905,1.025,0.462968,1.26840968,95.306755,160.219574,54.596146
25,8.0,5.92,17.748,1.94,0.976,0.859,0.164,0.557,0.439,0.39,0.661,0.198,0.142,0.243,0.21,0.316,0.215,0.462,0.334,0.444,2.0,0.2001343,5.571,4.345,1.022,0.457993,4.34079069,60.513256,140.20694,75.489021
26,8.0,6.12,15.045,3.627,0.51,0.784,0.164,0.552,0.464,0.297,0.983,0.189,0.12,0.273,0.169,0.307,0.17,0.437,0.431,0.383,4.0,0.2199429,6.075,3.178,1.015,0.467246,1.00080246,76.643127,120.586258,37.691277
27,8.0,7.8,22.076,3.377,1.127,0.831,0.156,0.584,0.355,0.332,0.488,0.131,0.139,0.184,0.186,0.193,0.239,0.424,0.252,0.325,7.0,0.2027544,6.309,2.905,1.019,0.476133,1.93462011,46.579315,134.020676,52.261848
28,8.0,5.74,18.391,3.04,1.205,0.812,0.16,0.577,0.37,0.227,0.7,0.195,0.146,0.234,0.147,0.279,0.205,0.391,0.347,0.448,6.0,0.1452056,5.94,4.612,1.018,0.482643,2.54773351,78.485527,136.70694,53.731194
29,7.301029995663981,2.93,226.02,9.185,3.441,0.947,0.157,0.758,0.348,0.534,0.643,0.201,0.194,0.213,0.313,0.314,0.153,0.547,0.346,0.368,3.0,0.15194,6.427,3.3,1.081,0.468264,5.80757854,72.106102,125.169395,72.146278
30,6.721246399047171,3.93,116.34,8.773,1.594,0.918,0.155,0.3,0.544,0.388,0.167,0.512,0.187,0.545,0.223,0.572,0.345,0.411,0.288,0.342,2.0,0.1731001,6.662,3.641,1.021,0.551381,3.94536541,46.044895,124.631493,52.922195
31,6.102372908709558,0.87,14.906,6.869,1.113,0.651,0.154,0.512,0.454,0.268,0.46,0.382,0.2,0.425,0.183,0.391,0.286,0.411,0.348,0.431,2.0,0.3081225,6.615,3.538,1.073,0.440929,5.56462782,75.651093,140.307541,54.832691
32,7.0,9.25,148.206,3.516,2.141,0.963,0.156,0.326,0.44,0.324,0.322,0.246,0.061,0.308,0.131,0.337,0.1,0.364,0.21,0.216,4.0,0.2069259,5.828,3.335,1.014,0.466588,0.806792508,56.31723,131.276505,61.618786
33,7.301029995663981,6.74,400.64,121.673,2.662,0.763,0.156,0.664,0.323,0.384,0.743,0.559,0.187,0.37,0.24,0.556,0.192,0.457,0.496,0.468,5.0,0.1978756,6.827,4.475,1.01,0.538513,1.34318192,56.228912,111.836319,83.11026
