mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,9.86,374.727,6.279,1.317,0.98,0.163,0.693,0.409,0.17,0.527,0.673,0.033,0.47,0.066,0.284,0.087,0.424,0.411,0.338,3.0,0.1285423,5.647,4.334,1.066,0.440539,4.77657235,36.76202,93.158791,50.90184
2,7.698970004336019,0.44,19.48,7.592,1.112,0.691,0.151,0.531,0.378,0.349,0.68,0.2,0.133,0.252,0.187,0.249,0.205,0.42,0.338,0.44,3.0,0.2069353,7.107,3.11,1.028,0.532331,3.59066727,80.770203,167.127136,90.160606
3,8.0,6.26,254.145,12.296,4.072,0.939,0.153,0.683,0.499,0.264,0.719,0.491,0.2,0.442,0.216,0.565,0.172,0.482,0.47,0.485,5.0,0.2160575,6.909,3.042,1.04,0.483056,5.53333371,88.168633,153.882904,85.025848
4,8.0,6.83,23.894,6.126,1.331,0.762,0.149,0.5,0.376,0.368,0.358,0.317,0.117,0.303,0.185,0.486,0.2,0.415,0.264,0.343,9.0,0.1607175,7.562,4.377,1.036,0.513735,3.97266859,90.004921,172.883026,112.649376
5,7.301029995663981,1.34,112.77,9.189,1.374,0.914,0.151,0.114,0.53,0.398,0.028,0.568,0.191,0.551,0.233,0.619,0.226,0.347,0.262,0.29,6.0,0.2477848,7.116,3.042,1.043,0.518473,6.65944445,60.946171,137.481049,80.122917
6,4.721246399047171,5.37,151.932,14.342,1.185,0.907,0.157,0.162,0.476,0.232,0.088,0.4,0.106,0.43,0.136,0.507,0.188,0.29,0.198,0.248,3.0,0.15029,5.83,3.007,1.011,0.412773,2.64642492,49.54586,1018.007568,63.24292
7,4.638272163982407,7.12,342.935,243.047,2.08,0.583,0.157,0.706,0.522,0.396,0.806,0.304,0.212,0.4,0.245,0.239,0.321,0.541,0.441,0.497,,,,,,,,,,
8,7.096910013008056,8.36,11.88,6.581,1.275,0.602,0.152,0.487,0.504,0.426,0.3,0.525,0.148,0.507,0.242,0.596,0.251,0.472,0.324,0.404,11.0,0.4027346,6.235,3.076,1.07,0.405964,3.87507884,69.270935,150.886429,48.425968
9,7.522878745280337,7.1,284.258,128.257,4.81,0.681,0.153,0.316,0.232,0.335,0.222,0.197,0.379,0.23,0.314,0.097,0.597,0.294,0.266,0.274,4.0,0.1025093,6.7,4.404,1.024,0.486039,3.19294524,57.697845,136.602509,77.887619
10,7.0,8.59,13.28,6.721,1.73,0.611,0.151,0.462,0.372,0.361,0.564,0.176,0.289,0.238,0.267,0.222,0.267,0.398,0.343,0.36,2.0,0.2813626,6.846,3.178,1.085,0.446919,5.71524724,98.654739,170.021393,101.80619
