mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,7.698970004336019,4.94,225.266,12.328,1.742,0.941,0.163,0.251,0.483,0.357,0.105,0.621,0.233,0.503,0.233,0.327,0.21,0.364,0.32,7.0,0.1556974,5.838,4.549,1.065,0.440449,4.83020664,46.137836,96.36335,56.668888
2,7.698970004336019,8.77,19.397,5.919,1.237,0.73,0.151,0.465,0.36,0.387,0.446,0.297,0.155,0.297,0.212,0.389,0.232,0.404,0.299,2.0,0.237327,7.213,3.144,1.05,0.496619,6.53278067,64.922592,156.539795,100.549713
3,8.0,9.29,264.83,5.913,1.323,0.973,0.153,0.672,0.403,0.281,0.688,0.313,0.102,0.314,0.132,0.48,0.131,0.452,0.368,2.0,0.2093355,6.954,2.973,1.04,0.481054,6.02982881,57.429249,138.809616,75.878822
4,8.0,5.65,85.44,17.066,3.972,0.802,0.149,0.099,0.472,0.371,0.028,0.483,0.265,0.48,0.273,0.445,0.371,0.314,0.259,2.0,0.2065064,7.852,4.651,1.036,0.526231,4.72848407,85.707443,150.342224,88.440865
5,7.301029995663981,5.12,18.49,8.034,0.916,0.674,0.151,0.539,0.433,0.4,0.822,0.261,0.188,0.298,0.216,0.385,0.308,0.457,0.424,5.0,0.1100145,7.509,2.973,1.045,0.534949,7.94192276,89.098,196.617371,92.28952
6,4.721246399047171,8.61,146.911,4.881,1.526,0.958,0.157,0.478,0.433,0.351,0.423,0.188,0.221,0.268,0.248,0.274,0.303,0.421,0.277,4.0,0.1774008,5.794,3.178,1.011,0.409823,2.17360352,64.365601,1001.568237,58.950916
7,4.638272163982407,5.5,213.732,4.867,4.563,0.958,0.157,0.414,0.358,0.363,0.557,0.376,0.145,0.343,0.218,0.436,0.185,0.378,0.359,,,,,,,,,,
8,7.096910013008056,1.38,10.963,5.785,1.522,0.6,0.151,0.522,0.584,0.273,0.346,0.621,0.112,0.571,0.144,0.679,0.153,0.46,0.36,7.0,0.3555669,5.801,2.939,1.068,0.392333,4.37840676,35.653454,996.891113,69.677048
9,7.522878745280337,5.37,168.109,14.528,1.601,0.912,0.153,0.176,0.475,0.363,0.114,0.586,0.152,0.444,0.197,0.808,0.245,0.338,0.284,2.0,0.1854783,6.932,4.808,1.025,0.47419,3.42587761,81.037292,173.227493,80.578354
10,7.0,7.01,120.162,8.589,3.264,0.91,0.151,0.134,0.415,0.372,0.052,0.579,0.259,0.415,0.271,0.522,0.33,0.307,0.297,3.0,0.3298964,6.94,3.076,1.084,0.453628,8.98459159,49.240284,149.549728,95.690826
