mol_id,PKI,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,5.823908740944319,20.663,3.369,1.424,0.812,0.132,0.148,0.148,0.148,0.587,0.457,0.354,22.623,2.801,0.799,0.863,0.107,0.148,0.148,0.148,0.701,0.271,0.102,20.189,2.835,1.02,0.84,0.118,0.149,0.148,0.148,0.558,0.319,0.174,21.359,3.425,1.365,0.817,0.131,0.148,0.148,0.148,0.624,0.463,0.32,19.367,2.808,1.146,0.83,0.12,0.148,0.148,0.148,0.518,0.318,0.226,21.245,3.529,1.461,0.81,0.135,0.148,0.148,0.148,0.619,0.497,0.372,25.548,3.139,1.092,0.858,0.105,0.148,0.148,0.148,0.898,0.324,0.183,25.456,26.223,24.043,26.149,23.32,26.235,29.778,103.83,83.676,80.708,106.987,79.784,111.172,111.511,0.148,0.148,0.718,0.794,0.76,0.725,0.746,0.715,0.787,0.466,0.358,0.35,0.469,0.354,0.496,0.468,228.407,160.518,163.109,233.01,165.401,246.943,228.827
2,6.045757490560675,62.039,11.815,2.219,0.816,0.155,0.149,0.149,0.15,0.095,0.525,0.444,112.065,12.767,1.684,0.886,0.101,0.149,0.149,0.149,0.297,0.55,0.25,71.977,11.411,1.746,0.845,0.134,0.149,0.149,0.149,0.126,0.486,0.27,74.258,12.382,2.208,0.836,0.139,0.149,0.149,0.149,0.134,0.572,0.437,55.462,10.673,1.806,0.816,0.157,0.149,0.15,0.15,0.077,0.417,0.291,71.101,12.349,2.279,0.829,0.144,0.149,0.149,0.15,0.123,0.571,0.463,145.458,14.893,1.875,0.897,0.092,0.149,0.149,0.149,0.498,0.715,0.291,76.073,126.517,85.134,88.847,67.942,85.728,162.225,896.913,1641.003,966.909,1110.741,711.414,1068.15,2466.882,0.15,0.149,0.723,0.829,0.768,0.754,0.724,0.744,0.845,0.355,0.366,0.294,0.381,0.262,0.386,0.501,2599.707,4177.177,2486.002,3229.464,1848.622,3154.525,6690.427
3,6.1938200260161125,282.717,10.301,1.394,0.96,0.035,0.149,0.149,0.152,0.967,0.454,0.388,293.848,12.526,1.084,0.956,0.041,0.149,0.149,0.149,1.047,0.64,0.237,290.632,10.373,1.079,0.962,0.034,0.149,0.149,0.149,1.022,0.464,0.24,283.349,10.96,1.419,0.958,0.037,0.149,0.149,0.149,0.972,0.513,0.412,288.878,9.614,1.062,0.964,0.032,0.149,0.149,0.149,1.01,0.407,0.216,282.152,10.906,1.476,0.958,0.037,0.149,0.149,0.149,0.963,0.505,0.44,294.226,15.491,1.416,0.946,0.05,0.149,0.149,0.149,1.05,0.982,0.361,294.411,307.459,302.084,295.729,299.554,294.533,311.133,3320.502,4012.921,3339.458,3523.404,3094.405,3509.586,4996.428,0.15,0.149,0.94,0.934,0.943,0.937,0.947,0.937,0.918,0.603,0.641,0.576,0.632,0.544,0.636,0.797,7673.482,8310.595,6894.771,8227.488,6344.783,8346.032,11762.241
4,5.522878745280337,26.69,2.485,1.29,0.876,0.082,0.149,0.15,0.149,0.527,0.411,0.404,29.693,1.738,0.813,0.921,0.054,0.149,0.149,0.15,0.655,0.2,0.159,26.172,1.938,0.938,0.901,0.067,0.149,0.149,0.15,0.508,0.25,0.213,27.597,2.461,1.243,0.882,0.079,0.149,0.149,0.149,0.563,0.404,0.375,25.464,1.981,1.045,0.894,0.07,0.149,0.149,0.15,0.482,0.259,0.263,27.698,2.562,1.325,0.877,0.081,0.15,0.15,0.15,0.568,0.437,0.425,33.94,1.912,1.057,0.92,0.052,0.149,0.15,0.149,0.854,0.247,0.278,30.465,32.243,29.048,31.302,28.49,31.585,36.91,103.96,77.145,77.095,105.297,79.133,111.059,102.808,0.15,0.15,0.814,0.881,0.851,0.822,0.841,0.815,0.879,0.447,0.338,0.324,0.447,0.335,0.477,0.459,219.979,151.331,153.721,221.055,160.356,236.68,208.342
5,5.522878745280337,25.23,13.323,2.53,0.614,0.324,0.149,0.15,0.15,0.082,0.188,0.44,21.918,5.22,1.5,0.765,0.182,0.149,0.149,0.149,0.574,0.003,0.016,19.936,8.867,1.882,0.65,0.289,0.149,0.149,0.149,0.224,0.013,0.191,24.526,13.418,2.504,0.606,0.332,0.149,0.149,0.149,0.099,0.114,0.431,20.226,10.434,1.996,0.619,0.32,0.149,0.15,0.149,0.109,0.034,0.261,26.164,14.036,2.66,0.61,0.327,0.149,0.149,0.15,0.088,0.211,0.489,26.465,10.211,2.141,0.682,0.263,0.149,0.149,0.15,0.75,0.012,0.219,41.082,28.638,30.685,40.448,32.656,42.861,38.817,433.669,155.123,230.974,424.098,272.242,474.179,348.766,0.15,0.149,0.421,0.648,0.475,0.41,0.429,0.416,0.523,0.237,0.198,0.143,0.215,0.135,0.263,0.327,1325.192,355.41,594.326,1288.565,726.15,1493.891,966.16
6,5.522878745280337,534.028,286.183,79.924,0.593,0.318,0.145,0.145,0.145,0.861,0.727,0.201,536.824,294.502,97.377,0.578,0.317,0.145,0.145,0.145,0.874,0.771,0.302,546.743,284.674,80.874,0.599,0.312,0.145,0.145,0.145,0.885,0.663,0.202,530.645,288.963,85.079,0.587,0.319,0.145,0.145,0.145,0.857,0.76,0.231,550.09,280.703,73.876,0.608,0.31,0.145,0.145,0.145,0.89,0.629,0.167,530.9,287.451,81.28,0.59,0.32,0.145,0.145,0.145,0.858,0.756,0.21,547.91,288.768,72.707,0.603,0.318,0.145,0.145,0.145,0.878,0.63,0.17,900.135,928.703,912.291,904.688,904.669,899.631,909.384,218384.261,239048.029,222883.604,223068.605,215787.587,219123.203,219050.721,0.145,0.145,0.39,0.367,0.399,0.38,0.412,0.385,0.404,0.597,0.649,0.583,0.616,0.562,0.608,0.559,12434045.805,15634912.751,12811333.5,13269764.876,11624014.617,12623947.837,11723526.532
7,5.552841968657781,243.548,20.861,2.324,0.913,0.078,0.152,0.152,0.152,0.665,0.497,0.383,243.607,25.103,1.715,0.901,0.093,0.152,0.152,0.152,0.667,0.739,0.205,244.971,20.956,1.839,0.915,0.078,0.152,0.152,0.152,0.673,0.498,0.236,242.953,22.263,2.298,0.908,0.083,0.152,0.152,0.152,0.662,0.579,0.376,245.263,18.968,1.928,0.921,0.071,0.152,0.152,0.152,0.675,0.388,0.259,242.015,21.902,2.396,0.909,0.082,0.152,0.152,0.152,0.656,0.558,0.407,212.442,28.937,1.944,0.873,0.119,0.152,0.152,0.152,0.508,0.974,0.23,266.733,270.424,267.766,267.514,266.159,266.313,243.323,5695.231,6575.863,5622.677,6018.38,5161.701,5933.011,6616.592,0.152,0.152,0.87,0.851,0.872,0.862,0.882,0.863,0.81,0.515,0.537,0.469,0.539,0.441,0.54,0.571,17770.483,17330.897,15330.98,18716.306,14397.881,18901.211,18808.622
9,5.619788758288394,458.91,141.73,7.491,0.755,0.233,0.148,0.148,0.148,0.499,0.238,0.401,408.927,100.328,7.736,0.791,0.194,0.148,0.148,0.149,0.412,0.118,0.394,436.959,118.186,7.462,0.777,0.21,0.148,0.148,0.148,0.463,0.164,0.4,450.594,136.946,7.624,0.757,0.23,0.148,0.148,0.148,0.483,0.222,0.413,449.796,127.339,7.344,0.77,0.218,0.148,0.148,0.148,0.487,0.19,0.392,455.788,142.05,7.637,0.753,0.235,0.148,0.148,0.148,0.492,0.24,0.411,410.872,101.816,8.895,0.788,0.195,0.148,0.148,0.148,0.409,0.122,0.5,608.132,516.991,562.607,595.163,584.48,605.474,521.583,69540.975,44966.382,55785.097,66185.92,61515.26,69310.269,46393.646,0.148,0.148,0.632,0.686,0.665,0.636,0.654,0.629,0.682,0.38,0.308,0.342,0.372,0.356,0.381,0.344,557397.33,362870.404,441701.735,537203.826,482744.641,564375.64,419005.127
10,5.180456064458132,25.636,2.375,1.584,0.866,0.08,0.149,0.153,0.149,0.547,0.461,0.36,23.922,1.79,0.809,0.902,0.067,0.149,0.15,0.149,0.474,0.253,0.092,23.773,1.889,1.099,0.888,0.071,0.149,0.149,0.149,0.47,0.292,0.172,25.77,2.369,1.516,0.869,0.08,0.149,0.149,0.149,0.552,0.455,0.329,23.847,1.958,1.256,0.881,0.072,0.149,0.149,0.149,0.474,0.317,0.226,25.936,2.453,1.641,0.864,0.082,0.149,0.15,0.149,0.559,0.491,0.387,26.14,1.862,1.215,0.895,0.064,0.149,0.149,0.149,0.566,0.283,0.202,29.594,26.521,26.761,29.654,27.061,30.029,29.217,105.238,63.623,73.115,103.69,79.105,110.201,82.7,0.15,0.15,0.799,0.853,0.833,0.804,0.822,0.796,0.842,0.456,0.273,0.312,0.445,0.339,0.479,0.35,231.245,124.792,149.241,225.864,164.814,244.614,171.059
11,6.3979400086720375,17.277,3.34,1.028,0.798,0.154,0.15,0.15,0.151,0.529,0.447,0.367,19.665,2.547,0.668,0.859,0.111,0.151,0.151,0.151,0.688,0.262,0.152,16.968,2.751,0.749,0.829,0.134,0.15,0.15,0.15,0.51,0.305,0.195,18.04,3.313,1.008,0.807,0.148,0.15,0.15,0.15,0.576,0.445,0.352,16.079,2.827,0.805,0.816,0.143,0.15,0.15,0.15,0.46,0.314,0.225,18.103,3.41,1.067,0.802,0.151,0.151,0.15,0.15,0.58,0.469,0.395,23.158,2.931,0.839,0.86,0.109,0.15,0.15,0.15,0.956,0.348,0.236,21.645,22.881,20.469,22.361,19.712,22.581,26.928,78.901,64.933,61.458,81.298,60.686,84.693,89.767,0.15,0.151,0.697,0.789,0.743,0.71,0.724,0.703,0.79,0.448,0.367,0.337,0.458,0.333,0.481,0.513,159.857,121.283,116.9,163.923,117.002,173.16,173.663
