mol_id,PKI,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,5.823908740944319,16.481,3.366,2.675,0.732,0.149,0.148,0.148,0.149,0.59,0.398,0.436,17.285,3.64,1.613,0.767,0.162,0.148,0.148,0.148,0.673,0.424,0.154,15.997,3.082,2.032,0.758,0.146,0.148,0.148,0.148,0.557,0.342,0.245,16.805,3.62,2.566,0.731,0.157,0.149,0.148,0.148,0.614,0.468,0.399,15.606,2.793,2.264,0.755,0.135,0.148,0.148,0.151,0.529,0.272,0.306,16.714,3.645,2.725,0.724,0.158,0.148,0.149,0.148,0.607,0.471,0.452,18.822,4.255,1.982,0.751,0.17,0.149,0.148,0.149,0.82,0.512,0.23,22.523,22.538,21.11,22.99,20.662,23.084,25.06,108.577,96.667,88.065,113.231,85.231,116.401,125.839,0.148,0.148,0.598,0.65,0.637,0.596,0.633,0.586,0.627,0.475,0.417,0.382,0.494,0.369,0.51,0.521,279.523,220.678,209.347,292.286,204.548,305.493,309.662
2,6.045757490560675,22.053,2.573,2.128,0.824,0.096,0.149,0.149,0.149,0.575,0.361,0.386,23.892,2.315,1.725,0.855,0.083,0.149,0.149,0.149,0.669,0.439,0.172,21.453,1.999,1.881,0.847,0.079,0.149,0.149,0.153,0.544,0.265,0.328,22.816,2.531,2.247,0.827,0.092,0.149,0.149,0.149,0.613,0.385,0.454,20.545,2.109,1.727,0.843,0.086,0.149,0.149,0.15,0.503,0.231,0.242,22.704,2.625,2.287,0.822,0.095,0.149,0.149,0.15,0.607,0.387,0.457,26.78,2.532,2.015,0.855,0.081,0.149,0.149,0.149,0.846,0.43,0.269,26.754,27.932,25.332,27.594,24.381,27.616,31.327,109.137,100.524,86.984,114.708,82.445,117.538,126.865,0.149,0.149,0.736,0.783,0.77,0.74,0.764,0.733,0.782,0.44,0.427,0.379,0.484,0.325,0.484,0.515,256.618,223.875,192.96,272.074,181.644,281.485,294.816
3,6.1938200260161125,284.59,5.529,1.408,0.976,0.019,0.149,0.149,0.149,0.566,0.35,0.333,320.339,3.412,1.066,0.986,0.011,0.149,0.149,0.149,0.717,0.133,0.193,305.039,4.246,1.08,0.983,0.014,0.149,0.149,0.149,0.65,0.206,0.193,288.309,5.313,1.413,0.977,0.018,0.149,0.149,0.149,0.581,0.323,0.339,298.169,4.689,1.107,0.981,0.015,0.149,0.149,0.149,0.621,0.251,0.197,285.583,5.612,1.48,0.976,0.019,0.149,0.149,0.149,0.57,0.36,0.372,336.411,3.958,1.298,0.985,0.012,0.149,0.149,0.149,0.792,0.178,0.268,291.527,324.817,310.366,295.035,303.965,292.675,341.667,1982.091,1438.023,1629.346,1946.422,1733.243,2033.654,1773.294,0.149,0.149,0.964,0.979,0.974,0.966,0.971,0.964,0.977,0.416,0.347,0.35,0.414,0.356,0.434,0.413,4489.395,2927.678,3339.094,4405.004,3584.713,4698.038,3843.3
4,5.522878745280337,16.465,8.439,1.167,0.632,0.324,0.149,0.149,0.153,0.548,0.412,0.365,18.602,6.926,0.908,0.704,0.262,0.149,0.149,0.149,0.712,0.244,0.222,16.346,7.228,0.906,0.668,0.295,0.15,0.149,0.149,0.541,0.294,0.225,16.879,8.541,1.201,0.634,0.321,0.149,0.149,0.149,0.575,0.417,0.393,16.077,7.175,0.877,0.666,0.297,0.15,0.15,0.153,0.522,0.297,0.208,16.962,8.751,1.225,0.63,0.325,0.15,0.149,0.15,0.581,0.441,0.405,22.331,6.789,1.095,0.739,0.225,0.149,0.149,0.149,1.054,0.198,0.323,26.071,26.436,24.48,26.622,24.129,26.937,30.215,168.014,152.019,139.509,174.703,135.736,179.926,183.492,0.15,0.149,0.447,0.555,0.502,0.451,0.499,0.445,0.609,0.441,0.392,0.353,0.462,0.342,0.476,0.525,356.268,295.444,271.002,374.492,260.977,388.71,379.704
5,5.522878745280337,211.224,5.057,2.188,0.967,0.023,0.149,0.149,0.15,0.923,0.42,0.355,203.444,5.153,1.566,0.968,0.025,0.149,0.149,0.149,0.858,0.494,0.153,209.56,4.661,1.718,0.97,0.022,0.149,0.149,0.149,0.91,0.367,0.222,209.393,5.146,2.221,0.966,0.024,0.149,0.149,0.149,0.908,0.439,0.373,211.97,4.562,1.75,0.971,0.021,0.149,0.149,0.15,0.93,0.341,0.229,209.474,5.228,2.3,0.965,0.024,0.15,0.149,0.149,0.908,0.448,0.396,192.307,5.821,2.041,0.961,0.029,0.149,0.149,0.149,0.768,0.591,0.259,218.47,210.163,215.939,216.76,218.282,217.002,200.169,1541.493,1374.954,1344.714,1554.074,1345.914,1588.788,1523.753,0.15,0.149,0.95,0.952,0.956,0.949,0.957,0.948,0.941,0.566,0.502,0.499,0.573,0.5,0.584,0.539,4097.484,3226.506,3238.531,4164.222,3256.327,4323.988,4008.705
6,5.522878745280337,30.759,3.681,1.196,0.863,0.103,0.145,0.145,0.145,0.565,0.44,0.331,27.527,2.702,1.011,0.881,0.087,0.146,0.145,0.145,0.455,0.24,0.235,29.163,3.014,0.968,0.88,0.091,0.145,0.146,0.146,0.509,0.297,0.213,30.342,3.614,1.22,0.863,0.103,0.145,0.145,0.145,0.55,0.426,0.347,29.935,3.19,0.965,0.878,0.094,0.145,0.145,0.146,0.535,0.331,0.209,30.829,3.775,1.243,0.86,0.105,0.145,0.145,0.146,0.568,0.463,0.36,30.037,3.247,1.028,0.875,0.095,0.145,0.145,0.146,0.542,0.347,0.247,35.635,31.24,33.144,35.176,34.089,35.847,34.312,154.408,104.942,119.03,151.076,127.429,159.382,131.738,0.145,0.146,0.795,0.822,0.82,0.794,0.817,0.79,0.813,0.445,0.31,0.339,0.441,0.358,0.463,0.379,325.453,211.372,237.233,319.997,253.611,339.858,266.282
7,5.552841968657781,417.974,174.741,6.922,0.697,0.291,0.152,0.152,0.152,0.633,0.379,0.412,380.436,159.831,5.999,0.696,0.293,0.152,0.152,0.152,0.57,0.357,0.28,388.95,175.292,5.977,0.682,0.307,0.152,0.152,0.152,0.577,0.415,0.306,415.282,170.578,7.013,0.7,0.288,0.152,0.152,0.152,0.631,0.367,0.424,394.459,180.98,5.996,0.678,0.311,0.152,0.152,0.153,0.581,0.429,0.311,419.351,170.098,7.192,0.703,0.285,0.152,0.152,0.152,0.635,0.356,0.444,384.923,136.937,7.383,0.727,0.259,0.152,0.152,0.152,0.597,0.266,0.379,599.637,546.266,570.219,592.874,581.435,596.641,529.243,77139.888,64046.215,71552.298,74946.815,74839.436,75569.968,56563.036,0.152,0.152,0.546,0.545,0.523,0.551,0.518,0.554,0.591,0.475,0.403,0.432,0.474,0.441,0.478,0.414,583278.164,429335.365,479656.212,572325.782,503449.401,589152.144,446236.612
9,5.619788758288394,222.115,8.346,1.54,0.957,0.036,0.148,0.148,0.148,0.81,0.498,0.472,245.99,8.242,0.966,0.964,0.032,0.148,0.149,0.148,0.995,0.479,0.172,232.483,7.565,1.13,0.964,0.031,0.148,0.148,0.149,0.887,0.415,0.252,225.955,8.567,1.511,0.957,0.036,0.148,0.148,0.148,0.839,0.52,0.458,226.183,7.342,1.219,0.964,0.031,0.148,0.149,0.149,0.84,0.392,0.293,223.161,8.636,1.605,0.956,0.037,0.148,0.149,0.148,0.818,0.527,0.516,243.704,8.462,1.311,0.961,0.033,0.148,0.149,0.149,0.983,0.407,0.321,232.002,255.198,241.178,236.033,234.745,233.402,253.477,2208.844,2273.013,2029.94,2290.01,1945.38,2299.274,2392.791,0.148,0.148,0.936,0.946,0.946,0.936,0.945,0.934,0.942,0.593,0.549,0.518,0.605,0.508,0.62,0.57,5296.24,4487.197,4257.754,5450.793,4204.905,5626.662,5350.109
10,5.180456064458132,210.902,3.962,1.538,0.975,0.018,0.149,0.149,0.15,0.821,0.416,0.405,219.951,3.285,1.084,0.981,0.015,0.149,0.149,0.149,0.893,0.306,0.19,215.775,3.559,1.162,0.979,0.016,0.149,0.15,0.15,0.859,0.351,0.221,212.006,3.887,1.538,0.975,0.018,0.149,0.149,0.149,0.83,0.4,0.409,213.639,3.708,1.214,0.977,0.017,0.149,0.149,0.15,0.842,0.379,0.239,210.382,3.996,1.597,0.974,0.019,0.149,0.149,0.149,0.817,0.42,0.441,212.295,3.738,1.48,0.976,0.017,0.149,0.149,0.149,0.832,0.394,0.384,216.402,224.32,220.495,217.432,218.561,215.976,217.513,1166.006,964.636,1022.696,1156.253,1056.014,1183.158,1113.365,0.15,0.149,0.962,0.971,0.968,0.963,0.966,0.961,0.964,0.547,0.463,0.477,0.546,0.487,0.559,0.536,2667.373,1972.414,2135.352,2641.432,2236.343,2742.092,2505.529
11,6.3979400086720375,415.472,222.236,3.251,0.648,0.347,0.15,0.15,0.151,0.749,0.506,0.342,449.345,206.993,3.568,0.681,0.314,0.15,0.15,0.15,0.826,0.385,0.389,443.833,204.772,3.031,0.681,0.314,0.15,0.15,0.151,0.798,0.367,0.299,417.212,222.786,3.426,0.648,0.346,0.15,0.15,0.15,0.759,0.513,0.374,438.056,206.151,2.825,0.677,0.319,0.15,0.15,0.15,0.779,0.374,0.265,410.674,225.973,3.423,0.642,0.353,0.15,0.15,0.15,0.755,0.557,0.374,426.281,224.728,4.006,0.651,0.343,0.15,0.15,0.15,0.833,0.576,0.465,640.958,659.905,651.636,643.424,647.032,640.07,655.014,94405.471,95352.786,92850.574,95141.728,92125.446,94980.464,98404.844,0.15,0.15,0.492,0.521,0.522,0.492,0.516,0.492,0.491,0.532,0.534,0.488,0.549,0.473,0.562,0.625,395177.687,427851.801,368959.194,414223.062,347849.187,413257.309,482786.497
