mol_id,PKI,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
1,7.698970004336019,18.173,2.853,0.601,0.84,0.132,0.163,0.163,0.163,0.55,0.436,0.248,18.295,1.899,0.355,0.89,0.092,0.163,0.163,0.163,0.555,0.186,0.068,17.072,2.198,0.43,0.867,0.112,0.163,0.163,0.165,0.485,0.257,0.114,18.594,2.778,0.577,0.847,0.127,0.163,0.163,0.163,0.575,0.407,0.216,16.701,2.317,0.49,0.856,0.119,0.163,0.163,0.163,0.466,0.29,0.167,18.537,2.913,0.618,0.84,0.132,0.163,0.163,0.163,0.572,0.451,0.258,16.502,2.275,0.433,0.859,0.118,0.163,0.165,0.165,0.453,0.276,0.106,21.627,20.55,19.701,21.949,19.508,22.068,19.209,64.475,41.922,45.817,63.984,48.009,67.254,45.655,0.163,0.163,0.76,0.835,0.8,0.771,0.784,0.76,0.789,0.411,0.27,0.285,0.4,0.307,0.427,0.278,117.25,74.821,81.652,115.719,86.48,122.693,81.097
2,7.698970004336019,19.022,7.983,1.026,0.679,0.285,0.151,0.151,0.151,0.541,0.408,0.322,20.6,6.518,0.689,0.741,0.234,0.151,0.154,0.151,0.636,0.269,0.138,18.251,6.767,0.77,0.708,0.262,0.151,0.151,0.151,0.5,0.289,0.18,19.882,7.912,1.01,0.69,0.275,0.151,0.151,0.151,0.59,0.4,0.314,17.363,6.98,0.813,0.69,0.277,0.151,0.154,0.154,0.454,0.306,0.199,19.87,8.146,1.065,0.683,0.28,0.151,0.151,0.151,0.589,0.425,0.35,23.06,7.489,0.879,0.734,0.238,0.151,0.151,0.151,0.798,0.356,0.222,28.031,27.806,25.788,28.804,25.156,29.081,31.428,179.558,152.947,142.774,185.377,140.988,191.7,199.542,0.151,0.152,0.518,0.611,0.562,0.535,0.535,0.525,0.601,0.424,0.348,0.323,0.435,0.32,0.455,0.458,363.327,273.258,263.663,373.077,264.714,393.144,382.752
3,8.0,16.0,8.497,0.911,0.63,0.334,0.153,0.154,0.153,0.483,0.421,0.314,18.017,6.659,0.631,0.712,0.263,0.154,0.153,0.153,0.614,0.237,0.132,15.799,7.071,0.719,0.67,0.3,0.153,0.153,0.153,0.47,0.281,0.186,16.752,8.441,0.887,0.642,0.324,0.153,0.153,0.153,0.528,0.408,0.293,14.957,7.329,0.77,0.649,0.318,0.153,0.153,0.153,0.422,0.31,0.219,16.637,8.725,0.929,0.633,0.332,0.153,0.153,0.154,0.521,0.441,0.326,20.126,7.665,0.776,0.705,0.268,0.153,0.153,0.154,0.77,0.306,0.202,25.408,25.307,23.59,26.08,23.056,26.291,28.567,158.262,135.546,128.171,163.752,126.771,168.709,175.828,0.153,0.153,0.446,0.568,0.505,0.464,0.473,0.449,0.557,0.406,0.328,0.312,0.41,0.317,0.429,0.426,307.486,236.575,232.13,315.229,234.207,329.801,324.068
4,8.0,22.55,7.296,1.527,0.719,0.233,0.149,0.149,0.149,0.545,0.357,0.393,20.605,6.072,1.056,0.743,0.219,0.149,0.149,0.149,0.455,0.231,0.157,20.703,6.235,1.193,0.736,0.222,0.149,0.149,0.149,0.459,0.253,0.22,22.6,7.284,1.499,0.72,0.232,0.149,0.149,0.149,0.547,0.351,0.37,20.856,6.4,1.272,0.731,0.224,0.149,0.149,0.149,0.466,0.271,0.261,22.76,7.532,1.572,0.714,0.236,0.149,0.149,0.149,0.555,0.379,0.414,20.578,7.338,1.305,0.704,0.251,0.149,0.149,0.149,0.457,0.319,0.228,31.373,27.733,28.132,31.383,28.529,31.864,29.22,210.107,153.285,161.231,209.42,168.161,219.058,187.417,0.149,0.149,0.578,0.614,0.604,0.58,0.597,0.571,0.556,0.431,0.281,0.311,0.423,0.333,0.449,0.335,492.73,313.128,343.392,487.578,366.51,520.456,413.66
5,7.301029995663981,18.48,8.001,1.078,0.671,0.29,0.151,0.151,0.151,0.529,0.408,0.383,23.19,6.132,0.861,0.768,0.203,0.151,0.151,0.151,0.84,0.235,0.233,18.84,6.673,0.831,0.715,0.253,0.151,0.151,0.151,0.554,0.278,0.22,19.541,7.883,1.081,0.686,0.277,0.151,0.151,0.151,0.592,0.396,0.378,18.18,6.88,0.847,0.702,0.266,0.151,0.151,0.151,0.517,0.295,0.229,19.203,8.161,1.13,0.674,0.286,0.151,0.151,0.151,0.571,0.425,0.416,22.906,7.381,0.995,0.732,0.236,0.151,0.151,0.151,0.822,0.344,0.261,27.56,30.184,26.344,28.505,25.907,28.494,31.282,176.414,167.466,146.908,183.678,146.305,187.63,199.198,0.151,0.151,0.506,0.652,0.573,0.528,0.553,0.511,0.598,0.44,0.436,0.351,0.455,0.347,0.471,0.476,363.375,320.146,277.672,378.675,278.186,393.177,398.679
6,4.721246399047171,14.596,4.858,1.033,0.712,0.237,0.157,0.157,0.157,0.527,0.409,0.425,13.111,3.328,0.59,0.77,0.195,0.157,0.157,0.159,0.432,0.208,0.136,13.697,3.914,0.75,0.746,0.213,0.157,0.157,0.159,0.466,0.277,0.22,14.444,4.735,0.996,0.716,0.235,0.157,0.157,0.157,0.517,0.394,0.396,14.001,4.201,0.834,0.736,0.221,0.157,0.159,0.157,0.486,0.312,0.272,14.637,4.936,1.056,0.71,0.239,0.157,0.157,0.157,0.531,0.425,0.447,14.066,3.904,0.739,0.752,0.209,0.157,0.159,0.157,0.503,0.295,0.206,20.486,17.029,18.361,20.175,19.035,20.629,18.709,90.994,53.335,66.818,87.493,73.995,92.915,68.2,0.157,0.158,0.569,0.655,0.619,0.574,0.603,0.564,0.628,0.454,0.259,0.321,0.436,0.357,0.467,0.335,184.705,96.121,125.404,175.771,142.092,189.829,127.515
8,7.096910013008056,27.002,3.042,2.525,0.829,0.093,0.151,0.151,0.151,0.54,0.341,0.323,21.174,2.869,1.821,0.819,0.111,0.151,0.151,0.152,0.337,0.274,0.18,22.929,2.767,2.113,0.825,0.099,0.151,0.151,0.151,0.392,0.261,0.23,26.641,3.072,2.445,0.828,0.096,0.151,0.151,0.151,0.526,0.35,0.309,23.913,2.764,2.263,0.826,0.095,0.151,0.151,0.151,0.425,0.262,0.255,27.247,3.149,2.565,0.827,0.096,0.151,0.151,0.152,0.55,0.374,0.342,21.726,3.279,2.223,0.798,0.12,0.151,0.151,0.151,0.354,0.426,0.294,32.57,25.865,27.809,32.158,28.939,32.961,27.228,158.02,104.534,117.739,154.503,126.459,163.756,126.818,0.151,0.151,0.744,0.728,0.737,0.743,0.739,0.74,0.697,0.401,0.264,0.294,0.395,0.314,0.422,0.358,398.04,241.027,279.601,386.801,304.961,416.767,312.387
9,7.522878745280337,16.341,8.067,0.986,0.643,0.318,0.153,0.153,0.153,0.484,0.398,0.35,18.292,5.207,0.644,0.758,0.216,0.153,0.153,0.157,0.61,0.166,0.137,16.061,6.469,0.708,0.691,0.278,0.153,0.153,0.153,0.468,0.252,0.176,17.134,7.684,0.977,0.664,0.298,0.153,0.154,0.153,0.533,0.362,0.341,15.227,7.102,0.753,0.66,0.308,0.153,0.154,0.153,0.42,0.301,0.202,17.027,8.058,1.034,0.652,0.309,0.153,0.153,0.153,0.527,0.4,0.385,20.508,5.826,0.877,0.754,0.214,0.153,0.153,0.153,0.768,0.208,0.251,25.394,24.143,23.239,25.795,23.083,26.119,27.21,155.896,110.381,119.861,155.907,124.964,163.152,142.571,0.153,0.154,0.465,0.636,0.537,0.496,0.49,0.478,0.63,0.411,0.304,0.299,0.412,0.308,0.437,0.409,311.299,195.857,216.672,310.321,229.51,331.195,274.586
10,7.0,14.933,7.763,1.487,0.617,0.321,0.151,0.151,0.154,0.436,0.354,0.447,18.927,5.07,1.213,0.751,0.201,0.151,0.151,0.151,0.71,0.155,0.295,15.113,6.151,1.256,0.671,0.273,0.151,0.151,0.151,0.448,0.223,0.329,16.064,7.422,1.455,0.644,0.298,0.151,0.151,0.151,0.507,0.328,0.435,14.129,6.633,1.35,0.639,0.3,0.151,0.154,0.151,0.389,0.254,0.379,15.762,7.831,1.502,0.628,0.312,0.151,0.151,0.151,0.488,0.365,0.458,20.405,5.687,1.3,0.745,0.208,0.151,0.151,0.151,0.828,0.196,0.355,24.183,25.21,22.52,24.941,22.112,25.095,27.392,149.67,125.06,119.665,153.399,121.745,158.865,149.96,0.152,0.151,0.426,0.626,0.507,0.466,0.458,0.442,0.617,0.412,0.387,0.333,0.423,0.341,0.437,0.46,346.193,266.652,258.928,351.84,270.378,369.348,328.171
11,7.522878745280337,22.664,7.735,0.913,0.724,0.247,0.149,0.149,0.149,0.541,0.376,0.345,20.378,5.273,0.585,0.777,0.201,0.149,0.149,0.149,0.438,0.172,0.139,20.686,6.312,0.691,0.747,0.228,0.149,0.149,0.149,0.452,0.245,0.194,22.687,7.452,0.887,0.731,0.24,0.149,0.152,0.149,0.542,0.35,0.327,20.913,6.843,0.75,0.734,0.24,0.149,0.149,0.149,0.462,0.287,0.229,22.889,7.816,0.935,0.723,0.247,0.149,0.149,0.149,0.552,0.386,0.363,20.127,6.332,0.758,0.74,0.233,0.149,0.149,0.149,0.428,0.247,0.236,31.312,26.236,27.69,31.027,28.506,31.64,27.217,203.069,122.463,149.244,195.815,163.93,207.612,147.498,0.149,0.149,0.586,0.665,0.621,0.597,0.6,0.585,0.609,0.421,0.25,0.297,0.406,0.326,0.434,0.304,394.455,211.605,267.206,376.865,299.83,406.568,271.349
12,6.102372908709558,16.807,6.808,1.423,0.671,0.272,0.151,0.151,0.151,0.426,0.444,0.336,12.753,6.688,1.034,0.623,0.327,0.151,0.151,0.151,0.247,0.461,0.159,14.577,6.25,1.07,0.666,0.285,0.151,0.151,0.151,0.321,0.371,0.196,16.22,6.95,1.455,0.659,0.282,0.151,0.151,0.151,0.398,0.471,0.358,15.531,6.158,1.069,0.682,0.271,0.151,0.151,0.151,0.365,0.355,0.189,16.771,7.012,1.522,0.663,0.277,0.151,0.151,0.151,0.425,0.477,0.389,13.421,7.719,1.369,0.596,0.343,0.151,0.151,0.151,0.279,0.635,0.264,25.038,20.476,21.898,24.625,22.758,25.305,22.509,148.039,105.4,113.402,146.438,118.828,153.788,132.532,0.151,0.151,0.507,0.434,0.499,0.488,0.524,0.494,0.409,0.402,0.289,0.296,0.409,0.303,0.431,0.393,335.947,214.069,232.814,335.073,243.833,358.042,296.827
13,5.801342913045577,15.995,6.745,1.745,0.653,0.275,0.151,0.151,0.151,0.428,0.443,0.377,15.413,6.409,1.305,0.666,0.277,0.151,0.151,0.151,0.404,0.392,0.182,14.797,6.103,1.352,0.665,0.274,0.151,0.151,0.151,0.368,0.352,0.231,16.199,6.858,1.769,0.653,0.276,0.151,0.151,0.154,0.439,0.458,0.389,14.659,6.075,1.348,0.664,0.275,0.151,0.151,0.151,0.36,0.353,0.225,16.408,6.941,1.846,0.651,0.275,0.151,0.151,0.151,0.45,0.471,0.423,16.654,7.435,1.65,0.647,0.289,0.151,0.151,0.151,0.472,0.538,0.271,24.486,23.128,22.252,24.826,22.081,25.195,25.74,147.582,127.267,118.559,151.873,116.995,156.991,163.578,0.151,0.151,0.48,0.5,0.497,0.479,0.496,0.477,0.471,0.416,0.326,0.317,0.429,0.312,0.448,0.427,360.372,279.33,262.879,373.188,259.108,392.446,393.659
14,6.200659450546418,17.557,8.703,1.296,0.637,0.316,0.149,0.149,0.149,0.491,0.428,0.35,20.856,7.015,1.096,0.72,0.242,0.149,0.149,0.149,0.7,0.263,0.219,17.695,7.344,1.027,0.679,0.282,0.149,0.149,0.149,0.503,0.289,0.214,18.225,8.624,1.329,0.647,0.306,0.149,0.149,0.149,0.529,0.419,0.359,17.469,7.486,1.001,0.673,0.288,0.149,0.151,0.149,0.492,0.298,0.207,18.019,8.893,1.38,0.637,0.314,0.149,0.149,0.149,0.516,0.451,0.391,19.994,8.287,1.305,0.676,0.28,0.149,0.149,0.149,0.642,0.381,0.259,27.557,28.967,26.065,28.179,25.956,28.292,29.587,186.84,176.848,155.652,192.867,155.754,197.383,202.615,0.149,0.149,0.456,0.58,0.518,0.47,0.51,0.455,0.514,0.423,0.394,0.335,0.436,0.333,0.453,0.427,412.427,366.177,315.138,429.962,312.599,446.825,448.496
15,6.823908740944319,24.946,7.466,1.428,0.737,0.221,0.147,0.147,0.147,0.514,0.33,0.406,25.571,5.651,0.967,0.794,0.176,0.147,0.147,0.147,0.54,0.167,0.188,23.367,6.214,1.101,0.762,0.203,0.147,0.147,0.147,0.45,0.22,0.241,25.74,7.339,1.386,0.747,0.213,0.147,0.147,0.15,0.545,0.309,0.383,22.602,6.514,1.182,0.746,0.215,0.147,0.147,0.147,0.423,0.252,0.277,25.684,7.656,1.454,0.738,0.22,0.147,0.147,0.15,0.543,0.341,0.421,27.186,6.412,1.172,0.782,0.184,0.147,0.147,0.148,0.619,0.199,0.276,33.84,32.189,30.682,34.464,30.298,34.794,34.77,232.533,174.699,177.768,234.738,181.642,245.115,213.691,0.147,0.147,0.606,0.692,0.642,0.62,0.619,0.607,0.673,0.416,0.298,0.304,0.412,0.317,0.435,0.364,532.316,346.64,368.297,530.984,385.994,565.831,452.732
16,7.698970004336019,16.078,8.366,0.728,0.639,0.332,0.153,0.153,0.153,0.494,0.429,0.227,14.006,6.983,0.479,0.652,0.325,0.154,0.153,0.153,0.38,0.271,0.09,14.804,7.108,0.563,0.659,0.316,0.153,0.153,0.157,0.419,0.3,0.13,15.835,8.422,0.712,0.634,0.337,0.153,0.153,0.161,0.479,0.431,0.215,15.244,7.246,0.606,0.66,0.314,0.154,0.153,0.153,0.444,0.317,0.154,16.121,8.643,0.748,0.632,0.339,0.153,0.153,0.153,0.497,0.458,0.239,15.124,8.107,0.61,0.634,0.34,0.153,0.154,0.153,0.448,0.349,0.147,25.173,21.467,22.475,24.97,23.095,25.511,23.84,152.319,107.847,117.562,150.638,124.074,157.842,136.772,0.153,0.153,0.458,0.479,0.488,0.457,0.49,0.456,0.462,0.383,0.247,0.283,0.375,0.305,0.398,0.314,275.46,176.15,199.267,270.531,214.078,287.516,235.379
17,7.838631997765025,18.905,2.436,0.274,0.875,0.113,0.166,0.164,0.164,0.56,0.487,0.412,16.429,1.605,0.189,0.902,0.088,0.164,0.166,0.164,0.427,0.198,0.195,17.466,1.814,0.221,0.896,0.093,0.164,0.164,0.164,0.479,0.268,0.269,18.622,2.398,0.265,0.875,0.113,0.164,0.164,0.164,0.544,0.471,0.387,17.995,1.938,0.238,0.892,0.096,0.164,0.164,0.164,0.508,0.308,0.311,18.93,2.539,0.276,0.871,0.117,0.164,0.164,0.164,0.562,0.529,0.421,17.6,2.086,0.227,0.884,0.105,0.164,0.164,0.166,0.49,0.339,0.284,21.614,18.223,19.502,21.285,20.171,21.745,19.912,51.886,29.781,35.958,50.225,39.623,53.994,41.173,0.165,0.165,0.812,0.852,0.843,0.812,0.838,0.806,0.826,0.486,0.274,0.339,0.467,0.376,0.504,0.371,86.094,52.984,62.473,83.348,68.1,89.026,69.41
18,4.701146923590294,16.235,2.295,1.135,0.826,0.117,0.161,0.161,0.161,0.547,0.441,0.352,15.019,1.382,0.629,0.882,0.081,0.161,0.161,0.161,0.468,0.144,0.107,15.433,1.655,0.809,0.862,0.092,0.161,0.161,0.161,0.493,0.221,0.178,16.127,2.24,1.091,0.829,0.115,0.161,0.161,0.161,0.539,0.415,0.324,15.668,1.808,0.904,0.852,0.098,0.161,0.161,0.161,0.509,0.27,0.224,16.301,2.381,1.162,0.821,0.12,0.161,0.161,0.161,0.551,0.472,0.368,16.056,1.776,0.849,0.859,0.095,0.161,0.161,0.161,0.535,0.238,0.193,19.665,17.03,17.897,19.458,18.38,19.843,18.681,58.292,31.074,39.365,56.175,44.133,60.508,43.654,0.161,0.161,0.738,0.823,0.793,0.743,0.779,0.732,0.789,0.446,0.24,0.298,0.426,0.334,0.463,0.322,120.242,61.158,77.919,115.064,88.134,125.433,86.546
19,5.221848749616356,17.557,2.544,0.823,0.839,0.122,0.162,0.167,0.162,0.554,0.434,0.374,15.933,1.64,0.509,0.881,0.091,0.161,0.161,0.162,0.458,0.167,0.15,16.586,1.907,0.607,0.868,0.1,0.161,0.162,0.161,0.494,0.236,0.209,17.381,2.492,0.805,0.841,0.121,0.161,0.161,0.161,0.543,0.413,0.364,16.926,2.057,0.658,0.862,0.105,0.161,0.162,0.161,0.514,0.279,0.24,17.588,2.632,0.853,0.835,0.125,0.162,0.161,0.161,0.556,0.463,0.406,16.946,2.098,0.654,0.86,0.106,0.161,0.161,0.161,0.517,0.275,0.249,20.924,18.082,19.1,20.679,19.641,21.073,19.698,61.221,35.077,42.853,59.326,47.304,63.532,48.001,0.164,0.162,0.759,0.822,0.803,0.761,0.793,0.752,0.79,0.454,0.258,0.313,0.44,0.345,0.475,0.347,118.926,66.469,81.153,114.895,89.855,124.083,90.947
20,8.0,22.277,2.337,0.699,0.88,0.092,0.16,0.16,0.16,0.563,0.506,0.375,19.265,1.718,0.427,0.9,0.08,0.16,0.16,0.16,0.427,0.272,0.144,20.084,1.828,0.53,0.895,0.081,0.16,0.166,0.161,0.461,0.315,0.221,22.085,2.321,0.671,0.881,0.093,0.161,0.16,0.16,0.554,0.502,0.346,20.583,1.911,0.586,0.892,0.083,0.161,0.16,0.16,0.483,0.344,0.268,22.491,2.429,0.711,0.878,0.095,0.16,0.16,0.16,0.574,0.548,0.388,20.364,2.119,0.552,0.884,0.092,0.16,0.161,0.161,0.478,0.411,0.241,25.313,21.409,22.442,25.077,23.08,25.631,23.036,69.264,42.046,48.336,67.634,52.523,72.344,55.576,0.16,0.16,0.82,0.85,0.842,0.821,0.838,0.816,0.826,0.481,0.281,0.332,0.467,0.365,0.503,0.377,130.964,77.572,90.251,127.096,98.668,136.818,102.448
21,7.522878745280337,25.672,1.815,1.151,0.896,0.063,0.156,0.156,0.156,0.599,0.443,0.446,22.661,1.232,0.674,0.922,0.05,0.156,0.156,0.156,0.469,0.189,0.156,23.566,1.379,0.847,0.914,0.053,0.156,0.156,0.156,0.505,0.251,0.248,25.474,1.796,1.114,0.897,0.063,0.156,0.156,0.156,0.59,0.434,0.418,24.099,1.464,0.937,0.909,0.055,0.156,0.156,0.156,0.528,0.285,0.303,25.922,1.89,1.177,0.894,0.065,0.156,0.157,0.157,0.611,0.482,0.464,23.769,1.658,0.883,0.903,0.063,0.156,0.157,0.156,0.514,0.352,0.265,28.638,24.568,25.793,28.383,26.5,28.989,26.309,78.236,44.03,53.64,76.124,59.233,81.736,61.851,0.156,0.156,0.845,0.884,0.871,0.846,0.864,0.841,0.855,0.496,0.271,0.335,0.48,0.372,0.519,0.377,160.51,87.425,106.971,155.469,118.786,168.407,122.942
22,6.920818753952375,22.661,3.699,0.775,0.835,0.136,0.154,0.154,0.153,0.586,0.438,0.351,18.965,3.413,0.385,0.833,0.15,0.153,0.157,0.156,0.411,0.346,0.089,20.389,3.313,0.519,0.842,0.137,0.153,0.153,0.153,0.473,0.347,0.161,22.34,3.751,0.749,0.832,0.14,0.153,0.153,0.154,0.569,0.451,0.328,21.117,3.303,0.59,0.844,0.132,0.153,0.154,0.153,0.508,0.349,0.206,22.809,3.836,0.802,0.831,0.14,0.154,0.153,0.153,0.593,0.471,0.375,20.106,3.991,0.543,0.816,0.162,0.153,0.154,0.153,0.461,0.479,0.175,27.135,22.763,24.222,26.839,25.01,27.447,24.64,104.244,73.335,79.864,103.328,84.158,108.854,93.326,0.154,0.156,0.753,0.75,0.763,0.749,0.767,0.747,0.724,0.458,0.282,0.327,0.449,0.354,0.48,0.371,196.343,121.008,139.173,192.918,150.302,206.465,161.549
23,7.301029995663981,27.661,1.833,1.15,0.903,0.06,0.153,0.153,0.154,0.604,0.443,0.429,25.114,1.24,0.622,0.931,0.046,0.153,0.153,0.153,0.499,0.198,0.134,25.753,1.391,0.809,0.921,0.05,0.153,0.153,0.153,0.524,0.255,0.22,27.534,1.811,1.116,0.904,0.059,0.153,0.153,0.154,0.598,0.432,0.41,26.172,1.482,0.903,0.917,0.052,0.153,0.154,0.153,0.541,0.289,0.267,27.939,1.905,1.186,0.9,0.061,0.153,0.153,0.153,0.616,0.478,0.461,26.375,1.64,0.867,0.913,0.057,0.153,0.153,0.153,0.55,0.349,0.259,30.644,26.976,27.953,30.46,28.557,31.03,28.882,84.637,47.529,57.784,82.592,63.745,88.627,67.533,0.154,0.153,0.854,0.896,0.882,0.856,0.875,0.851,0.87,0.492,0.277,0.333,0.48,0.366,0.518,0.386,173.611,93.873,114.716,168.669,127.312,182.798,133.899
24,7.958212681028248,24.163,2.947,0.746,0.867,0.106,0.156,0.156,0.156,0.592,0.464,0.344,21.828,1.799,0.535,0.903,0.074,0.156,0.158,0.156,0.486,0.157,0.164,22.267,2.139,0.594,0.891,0.086,0.156,0.156,0.156,0.503,0.237,0.221,24.067,2.86,0.74,0.87,0.103,0.156,0.156,0.156,0.588,0.433,0.341,22.603,2.345,0.622,0.884,0.092,0.156,0.156,0.158,0.518,0.291,0.243,24.401,3.046,0.767,0.865,0.108,0.156,0.156,0.158,0.604,0.492,0.367,22.856,2.313,0.661,0.885,0.09,0.156,0.156,0.156,0.531,0.258,0.28,27.856,24.162,25.0,27.667,25.569,28.214,25.83,91.424,51.909,62.129,88.763,68.51,95.385,69.508,0.156,0.157,0.801,0.855,0.836,0.805,0.826,0.797,0.827,0.467,0.269,0.32,0.454,0.351,0.488,0.356,172.37,97.092,115.431,167.384,127.035,180.614,130.29
25,8.0,15.028,4.101,0.133,0.78,0.213,0.164,0.164,0.164,0.565,0.485,0.34,16.814,2.822,0.085,0.853,0.143,0.164,0.164,0.164,0.719,0.21,0.152,14.963,3.207,0.1,0.819,0.176,0.164,0.164,0.164,0.562,0.292,0.202,15.664,4.011,0.127,0.791,0.203,0.164,0.164,0.171,0.615,0.458,0.319,14.23,3.412,0.109,0.802,0.192,0.164,0.164,0.166,0.506,0.336,0.234,15.57,4.202,0.135,0.782,0.211,0.164,0.164,0.164,0.607,0.506,0.358,18.393,3.497,0.103,0.836,0.159,0.164,0.164,0.164,0.864,0.317,0.218,19.262,19.721,18.27,19.803,17.751,19.907,21.992,64.17,49.122,49.805,65.335,50.475,68.104,66.561,0.164,0.164,0.67,0.779,0.728,0.687,0.702,0.673,0.755,0.463,0.361,0.352,0.464,0.359,0.49,0.466,91.604,72.878,72.887,93.146,73.53,96.875,95.149
26,8.0,18.08,2.232,0.796,0.857,0.106,0.164,0.164,0.166,0.552,0.462,0.38,22.69,1.563,0.483,0.917,0.063,0.164,0.166,0.166,0.882,0.202,0.103,18.883,1.69,0.607,0.892,0.08,0.166,0.166,0.164,0.604,0.259,0.2,18.465,2.194,0.768,0.862,0.102,0.166,0.164,0.164,0.576,0.446,0.353,19.335,1.817,0.651,0.887,0.083,0.171,0.164,0.164,0.633,0.301,0.227,18.069,2.32,0.814,0.852,0.109,0.164,0.164,0.164,0.552,0.5,0.405,19.092,1.911,0.646,0.882,0.088,0.166,0.164,0.164,0.621,0.322,0.243,21.108,24.736,21.18,21.427,21.804,21.203,21.648,56.527,47.182,44.403,56.378,48.905,58.524,50.041,0.165,0.165,0.785,0.876,0.837,0.793,0.83,0.778,0.823,0.465,0.396,0.355,0.458,0.387,0.486,0.395,109.768,89.04,84.952,108.921,93.574,113.856,95.248
