mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,20,21,31,32,75,76,100,101,106,num_of_hbonds,rmsd,Total,PSA,epsilon,Gyration,Mtot,Bond,U-B,Proper Dih.
1,9.154901959985745,1.73,9.376,2.448,2.041,0.676,0.156,0.493,0.373,0.376,0.333,0.19,0.329,0.24,0.425,0.184,0.414,0.383,0.401,5,0.0685308,5.324,4.091,1.179,0.373622,12.6380353,38.171898,114.502045,124.684647
2,9.30102999566398,8.3,7.471,3.003,2.172,0.591,0.156,0.512,0.505,0.522,0.382,0.199,0.399,0.313,0.436,0.204,0.513,0.398,0.425,8,0.1105573,5.155,4.155,1.218,0.345628,12.7622281,41.840195,289.254669,72.512642
3,6.214670164989233,3.28,358.618,4.45,2.107,0.982,0.151,0.846,0.43,0.391,0.252,0.167,0.314,0.228,0.295,0.287,0.555,0.408,0.471,3,0.1460481,5.71,2.871,1.066,0.41288,6.26107867,31.987114,95.170815,167.161362
4,7.920818753952375,3.37,348.455,8.06,3.172,0.969,0.151,0.641,0.332,0.498,0.154,0.266,0.221,0.336,0.214,0.358,0.49,0.425,0.448,6,0.1516003,5.796,3.281,1.165,0.385299,10.2364423,57.606827,271.050507,116.180344
6,7.823908740944319,9.11,132.808,5.634,2.299,0.944,0.156,0.292,0.461,0.486,0.4,0.213,0.42,0.301,0.478,0.333,0.413,0.263,0.329,5,0.2032497,5.648,3.178,1.124,0.388945,7.22238554,55.481113,211.993271,97.898674
7,7.207608310501746,7.14,13.208,2.603,0.894,0.791,0.158,0.505,0.455,0.411,0.27,0.127,0.313,0.201,0.453,0.214,0.457,0.289,0.417,4,0.1278614,5.542,3.076,1.158,0.386109,9.50464991,48.056107,357.823059,140.596252
8,8.619788758288394,6.19,14.815,2.686,0.821,0.809,0.153,0.484,0.419,0.279,0.254,0.058,0.284,0.118,0.424,0.113,0.394,0.284,0.402,6,0.154616,5.713,3.281,1.171,0.421811,9.73995908,48.969177,222.143372,104.180725
9,7.341988603342887,2.51,235.569,97.15,2.597,0.703,0.165,0.663,0.146,0.462,0.086,0.375,0.073,0.385,0.06,0.233,0.423,0.353,0.266,7,0.0494113,4.536,3.178,1.183,0.308006,8.83775693,27.037004,239.252716,65.380119
10,8.698970004336019,1.81,15.203,2.427,0.821,0.824,0.155,0.475,0.401,0.314,0.257,0.061,0.287,0.128,0.418,0.123,0.397,0.309,0.437,8,0.1671045,5.346,4.716,1.138,0.440478,8.11668831,67.453636,252.866623,90.392609
12,7.744727494896693,4.64,11.763,4.179,0.953,0.696,0.154,0.476,0.481,0.375,0.272,0.201,0.324,0.215,0.382,0.191,0.444,0.334,0.413,7,0.2149923,5.849,3.709,1.207,0.399688,7.80208533,45.238396,253.273468,128.818405
